region_cd,sido_cd,sgg_cd,umd_cd,ri_cd,locatjumin_cd,locatjijuk_cd,locatadd_nm,locat_order,locat_rm,locathigh_cd,locallow_nm,adpt_de
1150011000,11,500,110,00,1150011000,1150011000,서울특별시 강서구 개화동,10,,1150000000,개화동,
1150011100,11,500,111,00,1150011100,1150011100,서울특별시 강서구 과해동,11,,1150000000,과해동,
1150011200,11,500,112,00,1150011200,1150011200,서울특별시 강서구 오곡동,12,,1150000000,오곡동,
1150011300,11,500,113,00,1150011300,1150011300,서울특별시 강서구 오쇠동,13,,1150000000,오쇠동,
1153000000,11,530,000,00,1153000000,1153000000,서울특별시 구로구,17,,1100000000,구로구,
1153010100,11,530,101,00,1153010100,1153010100,서울특별시 구로구 신도림동,1,,1153000000,신도림동,
1153010200,11,530,102,00,1153010200,1153010200,서울특별시 구로구 구로동,2,,1153000000,구로동,
1153010300,11,530,103,00,1153010300,1153010300,서울특별시 구로구 가리봉동,3,,1153000000,가리봉동,
1153010600,11,530,106,00,1153010600,1153010600,서울특별시 구로구 고척동,4,,1153000000,고척동,
1153010700,11,530,107,00,1153010700,1153010700,서울특별시 구로구 개봉동,5,,1153000000,개봉동,
1153010800,11,530,108,00,1153010800,1153010800,서울특별시 구로구 오류동,6,,1153000000,오류동,
1153010900,11,530,109,00,1153010900,1153010900,서울특별시 구로구 궁동,7,,1153000000,궁동,
1153011000,11,530,110,00,1153011000,1153011000,서울특별시 구로구 온수동,8,,1153000000,온수동,
1153011100,11,530,111,00,1153011100,1153011100,서울특별시 구로구 천왕동,9,,1153000000,천왕동,
1153011200,11,530,112,00,1153011200,1153011200,서울특별시 구로구 항동,10,,1153000000,항동,
1144000000,11,440,000,00,1144000000,1144000000,서울특별시 마포구,14,,1100000000,마포구,
1144010100,11,440,101,00,1144010100,1144010100,서울특별시 마포구 아현동,1,,1144000000,아현동,
1144010200,11,440,102,00,1144010200,1144010200,서울특별시 마포구 공덕동,2,,1144000000,공덕동,
1144010300,11,440,103,00,1144010300,1144010300,서울특별시 마포구 신공덕동,3,,1144000000,신공덕동,
1144010400,11,440,104,00,1144010400,1144010400,서울특별시 마포구 도화동,4,,1144000000,도화동,
1144010500,11,440,105,00,1144010500,1144010500,서울특별시 마포구 용강동,5,,1144000000,용강동,
1144010600,11,440,106,00,1144010600,1144010600,서울특별시 마포구 토정동,6,,1144000000,토정동,
1144010700,11,440,107,00,1144010700,1144010700,서울특별시 마포구 마포동,7,,1144000000,마포동,
1144010800,11,440,108,00,1144010800,1144010800,서울특별시 마포구 대흥동,8,,1144000000,대흥동,
1144010900,11,440,109,00,1144010900,1144010900,서울특별시 마포구 염리동,9,,1144000000,염리동,
1144011000,11,440,110,00,1144011000,1144011000,서울특별시 마포구 노고산동,10,,1144000000,노고산동,
1144011100,11,440,111,00,1144011100,1144011100,서울특별시 마포구 신수동,11,,1144000000,신수동,
1144011200,11,440,112,00,1144011200,1144011200,서울특별시 마포구 현석동,12,,1144000000,현석동,
1144011300,11,440,113,00,1144011300,1144011300,서울특별시 마포구 구수동,13,,1144000000,구수동,
1144011400,11,440,114,00,1144011400,1144011400,서울특별시 마포구 창전동,14,,1144000000,창전동,
1144011500,11,440,115,00,1144011500,1144011500,서울특별시 마포구 상수동,15,,1144000000,상수동,
1144011600,11,440,116,00,1144011600,1144011600,서울특별시 마포구 하중동,16,,1144000000,하중동,
1144011700,11,440,117,00,1144011700,1144011700,서울특별시 마포구 신정동,17,,1144000000,신정동,20050325
1144011800,11,440,118,00,1144011800,1144011800,서울특별시 마포구 당인동,18,,1144000000,당인동,
1144012000,11,440,120,00,1144012000,1144012000,서울특별시 마포구 서교동,19,,1144000000,서교동,
1144012100,11,440,121,00,1144012100,1144012100,서울특별시 마포구 동교동,20,,1144000000,동교동,
1144012200,11,440,122,00,1144012200,1144012200,서울특별시 마포구 합정동,21,,1144000000,합정동,
1144012300,11,440,123,00,1144012300,1144012300,서울특별시 마포구 망원동,22,,1144000000,망원동,
1144012400,11,440,124,00,1144012400,1144012400,서울특별시 마포구 연남동,23,,1144000000,연남동,
1144012500,11,440,125,00,1144012500,1144012500,서울특별시 마포구 성산동,24,,1144000000,성산동,
1144012600,11,440,126,00,1144012600,1144012600,서울특별시 마포구 중동,25,,1144000000,중동,
1144012700,11,440,127,00,1144012700,1144012700,서울특별시 마포구 상암동,26,,1144000000,상암동,
1147000000,11,470,000,00,1147000000,1147000000,서울특별시 양천구,15,,1100000000,양천구,
1147010100,11,470,101,00,1147010100,1147010100,서울특별시 양천구 신정동,1,,1147000000,신정동,
1147010200,11,470,102,00,1147010200,1147010200,서울특별시 양천구 목동,2,,1147000000,목동,
1147010300,11,470,103,00,1147010300,1147010300,서울특별시 양천구 신월동,3,,1147000000,신월동,
1141000000,11,410,000,00,1141000000,1141000000,서울특별시 서대문구,13,,1100000000,서대문구,
1141010100,11,410,101,00,1141010100,1141010100,서울특별시 서대문구 충정로2가,1,,1141000000,충정로2가,
1141010200,11,410,102,00,1141010200,1141010200,서울특별시 서대문구 충정로3가,2,,1141000000,충정로3가,
1141010300,11,410,103,00,1141010300,1141010300,서울특별시 서대문구 합동,3,,1141000000,합동,
1141010400,11,410,104,00,1141010400,1141010400,서울특별시 서대문구 미근동,4,,1141000000,미근동,
1141010500,11,410,105,00,1141010500,1141010500,서울특별시 서대문구 냉천동,5,,1141000000,냉천동,
1141010600,11,410,106,00,1141010600,1141010600,서울특별시 서대문구 천연동,6,,1141000000,천연동,
1141010700,11,410,107,00,1141010700,1141010700,서울특별시 서대문구 옥천동,7,,1141000000,옥천동,
1141010800,11,410,108,00,1141010800,1141010800,서울특별시 서대문구 영천동,8,,1141000000,영천동,
1141010900,11,410,109,00,1141010900,1141010900,서울특별시 서대문구 현저동,9,,1141000000,현저동,
1141011000,11,410,110,00,1141011000,1141011000,서울특별시 서대문구 북아현동,10,,1141000000,북아현동,
1141011100,11,410,111,00,1141011100,1141011100,서울특별시 서대문구 홍제동,11,,1141000000,홍제동,
1141011200,11,410,112,00,1141011200,1141011200,서울특별시 서대문구 대현동,12,,1141000000,대현동,
1141011300,11,410,113,00,1141011300,1141011300,서울특별시 서대문구 대신동,13,,1141000000,대신동,
1141011400,11,410,114,00,1141011400,1141011400,서울특별시 서대문구 신촌동,14,,1141000000,신촌동,
1141011500,11,410,115,00,1141011500,1141011500,서울특별시 서대문구 봉원동,15,,1141000000,봉원동,
1141011600,11,410,116,00,1141011600,1141011600,서울특별시 서대문구 창천동,16,,1141000000,창천동,
1141011700,11,410,117,00,1141011700,1141011700,서울특별시 서대문구 연희동,17,,1141000000,연희동,
1141011800,11,410,118,00,1141011800,1141011800,서울특별시 서대문구 홍은동,18,,1141000000,홍은동,
1141011900,11,410,119,00,1141011900,1141011900,서울특별시 서대문구 북가좌동,19,,1141000000,북가좌동,
1141012000,11,410,120,00,1141012000,1141012000,서울특별시 서대문구 남가좌동,20,,1141000000,남가좌동,
1135000000,11,350,000,00,1135000000,1135000000,서울특별시 노원구,11,,1100000000,노원구,
1135010200,11,350,102,00,1135010200,1135010200,서울특별시 노원구 월계동,1,,1135000000,월계동,
1135010300,11,350,103,00,1135010300,1135010300,서울특별시 노원구 공릉동,2,,1135000000,공릉동,
1135010400,11,350,104,00,1135010400,1135010400,서울특별시 노원구 하계동,3,,1135000000,하계동,
1135010500,11,350,105,00,1135010500,1135010500,서울특별시 노원구 상계동,4,,1135000000,상계동,
1135010600,11,350,106,00,1135010600,1135010600,서울특별시 노원구 중계동,5,,1135000000,중계동,
1138000000,11,380,000,00,1138000000,1138000000,서울특별시 은평구,12,,1100000000,은평구,
1138010100,11,380,101,00,1138010100,1138010100,서울특별시 은평구 수색동,1,,1138000000,수색동,
1138010200,11,380,102,00,1138010200,1138010200,서울특별시 은평구 녹번동,2,,1138000000,녹번동,
1138010300,11,380,103,00,1138010300,1138010300,서울특별시 은평구 불광동,3,,1138000000,불광동,
1138010400,11,380,104,00,1138010400,1138010400,서울특별시 은평구 갈현동,4,,1138000000,갈현동,
1138010500,11,380,105,00,1138010500,1138010500,서울특별시 은평구 구산동,5,,1138000000,구산동,
1138010600,11,380,106,00,1138010600,1138010600,서울특별시 은평구 대조동,6,,1138000000,대조동,
1138010700,11,380,107,00,1138010700,1138010700,서울특별시 은평구 응암동,7,,1138000000,응암동,
1138010800,11,380,108,00,1138010800,1138010800,서울특별시 은평구 역촌동,8,,1138000000,역촌동,
1138010900,11,380,109,00,1138010900,1138010900,서울특별시 은평구 신사동,9,,1138000000,신사동,
1138011000,11,380,110,00,1138011000,1138011000,서울특별시 은평구 증산동,10,,1138000000,증산동,
1138011400,11,380,114,00,1138011400,1138011400,서울특별시 은평구 진관동,1,,1138000000,진관동,20070813
1129012700,11,290,127,00,1129012700,1129012700,서울특별시 성북구 보문동5가,27,,1129000000,보문동5가,
1129012800,11,290,128,00,1129012800,1129012800,서울특별시 성북구 보문동6가,28,,1129000000,보문동6가,
1129012900,11,290,129,00,1129012900,1129012900,서울특별시 성북구 보문동7가,29,,1129000000,보문동7가,
1129013000,11,290,130,00,1129013000,1129013000,서울특별시 성북구 보문동1가,30,,1129000000,보문동1가,
1129013100,11,290,131,00,1129013100,1129013100,서울특별시 성북구 보문동2가,31,,1129000000,보문동2가,
1129013200,11,290,132,00,1129013200,1129013200,서울특별시 성북구 보문동3가,32,,1129000000,보문동3가,
1129013300,11,290,133,00,1129013300,1129013300,서울특별시 성북구 정릉동,33,,1129000000,정릉동,
1129013400,11,290,134,00,1129013400,1129013400,서울특별시 성북구 길음동,34,,1129000000,길음동,
1129013500,11,290,135,00,1129013500,1129013500,서울특별시 성북구 종암동,35,,1129000000,종암동,
1129013600,11,290,136,00,1129013600,1129013600,서울특별시 성북구 하월곡동,36,,1129000000,하월곡동,
1129013700,11,290,137,00,1129013700,1129013700,서울특별시 성북구 상월곡동,37,,1129000000,상월곡동,
1129013800,11,290,138,00,1129013800,1129013800,서울특별시 성북구 장위동,38,,1129000000,장위동,
1129013900,11,290,139,00,1129013900,1129013900,서울특별시 성북구 석관동,39,,1129000000,석관동,
1130500000,11,305,000,00,1130500000,1130500000,서울특별시 강북구,9,,1100000000,강북구,
1130510100,11,305,101,00,1130510100,1130510100,서울특별시 강북구 미아동,1,,1130500000,미아동,
1130510200,11,305,102,00,1130510200,1130510200,서울특별시 강북구 번동,2,,1130500000,번동,
1130510300,11,305,103,00,1130510300,1130510300,서울특별시 강북구 수유동,3,,1130500000,수유동,
1130510400,11,305,104,00,1130510400,1130510400,서울특별시 강북구 우이동,4,,1130500000,우이동,
1132000000,11,320,000,00,1132000000,1132000000,서울특별시 도봉구,10,,1100000000,도봉구,
1132010500,11,320,105,00,1132010500,1132010500,서울특별시 도봉구 쌍문동,1,,1132000000,쌍문동,
1132010600,11,320,106,00,1132010600,1132010600,서울특별시 도봉구 방학동,2,,1132000000,방학동,
1132010700,11,320,107,00,1132010700,1132010700,서울특별시 도봉구 창동,3,,1132000000,창동,
1132010800,11,320,108,00,1132010800,1132010800,서울특별시 도봉구 도봉동,4,,1132000000,도봉동,
1126000000,11,260,000,00,1126000000,1126000000,서울특별시 중랑구,7,,1100000000,중랑구,
1126010100,11,260,101,00,1126010100,1126010100,서울특별시 중랑구 면목동,1,,1126000000,면목동,
1126010200,11,260,102,00,1126010200,1126010200,서울특별시 중랑구 상봉동,2,,1126000000,상봉동,
1126010300,11,260,103,00,1126010300,1126010300,서울특별시 중랑구 중화동,3,,1126000000,중화동,
1126010400,11,260,104,00,1126010400,1126010400,서울특별시 중랑구 묵동,4,,1126000000,묵동,
1126010500,11,260,105,00,1126010500,1126010500,서울특별시 중랑구 망우동,5,,1126000000,망우동,
1126010600,11,260,106,00,1126010600,1126010600,서울특별시 중랑구 신내동,6,,1126000000,신내동,
1129000000,11,290,000,00,1129000000,1129000000,서울특별시 성북구,8,,1100000000,성북구,
1129010100,11,290,101,00,1129010100,1129010100,서울특별시 성북구 성북동,1,,1129000000,성북동,
1129010200,11,290,102,00,1129010200,1129010200,서울특별시 성북구 성북동1가,2,,1129000000,성북동1가,
1129010300,11,290,103,00,1129010300,1129010300,서울특별시 성북구 돈암동,3,,1129000000,돈암동,
1129010400,11,290,104,00,1129010400,1129010400,서울특별시 성북구 동소문동1가,4,,1129000000,동소문동1가,
1129010500,11,290,105,00,1129010500,1129010500,서울특별시 성북구 동소문동2가,5,,1129000000,동소문동2가,
1129010600,11,290,106,00,1129010600,1129010600,서울특별시 성북구 동소문동3가,6,,1129000000,동소문동3가,
1129010700,11,290,107,00,1129010700,1129010700,서울특별시 성북구 동소문동4가,7,,1129000000,동소문동4가,
1129010800,11,290,108,00,1129010800,1129010800,서울특별시 성북구 동소문동5가,8,,1129000000,동소문동5가,
1129010900,11,290,109,00,1129010900,1129010900,서울특별시 성북구 동소문동6가,9,,1129000000,동소문동6가,
1129011000,11,290,110,00,1129011000,1129011000,서울특별시 성북구 동소문동7가,10,,1129000000,동소문동7가,
1129011100,11,290,111,00,1129011100,1129011100,서울특별시 성북구 삼선동1가,11,,1129000000,삼선동1가,
1129011200,11,290,112,00,1129011200,1129011200,서울특별시 성북구 삼선동2가,12,,1129000000,삼선동2가,
1129011300,11,290,113,00,1129011300,1129011300,서울특별시 성북구 삼선동3가,13,,1129000000,삼선동3가,
1129011400,11,290,114,00,1129011400,1129011400,서울특별시 성북구 삼선동4가,14,,1129000000,삼선동4가,
1129011500,11,290,115,00,1129011500,1129011500,서울특별시 성북구 삼선동5가,15,,1129000000,삼선동5가,
1129011600,11,290,116,00,1129011600,1129011600,서울특별시 성북구 동선동1가,16,,1129000000,동선동1가,
1129011700,11,290,117,00,1129011700,1129011700,서울특별시 성북구 동선동2가,17,,1129000000,동선동2가,
1129011800,11,290,118,00,1129011800,1129011800,서울특별시 성북구 동선동3가,18,,1129000000,동선동3가,
1129011900,11,290,119,00,1129011900,1129011900,서울특별시 성북구 동선동4가,19,,1129000000,동선동4가,
1129012000,11,290,120,00,1129012000,1129012000,서울특별시 성북구 동선동5가,20,,1129000000,동선동5가,
1129012100,11,290,121,00,1129012100,1129012100,서울특별시 성북구 안암동1가,21,,1129000000,안암동1가,
1129012200,11,290,122,00,1129012200,1129012200,서울특별시 성북구 안암동2가,22,,1129000000,안암동2가,
1129012300,11,290,123,00,1129012300,1129012300,서울특별시 성북구 안암동3가,23,,1129000000,안암동3가,
1129012400,11,290,124,00,1129012400,1129012400,서울특별시 성북구 안암동4가,24,,1129000000,안암동4가,
1129012500,11,290,125,00,1129012500,1129012500,서울특별시 성북구 안암동5가,25,,1129000000,안암동5가,
1129012600,11,290,126,00,1129012600,1129012600,서울특별시 성북구 보문동4가,26,,1129000000,보문동4가,
1121510400,11,215,104,00,1121510400,1121510400,서울특별시 광진구 광장동,4,,1121500000,광장동,
1121510500,11,215,105,00,1121510500,1121510500,서울특별시 광진구 자양동,5,,1121500000,자양동,
1121510700,11,215,107,00,1121510700,1121510700,서울특별시 광진구 화양동,7,,1121500000,화양동,
1121510900,11,215,109,00,1121510900,1121510900,서울특별시 광진구 군자동,9,,1121500000,군자동,
1123000000,11,230,000,00,1123000000,1123000000,서울특별시 동대문구,6,,1100000000,동대문구,
1123010100,11,230,101,00,1123010100,1123010100,서울특별시 동대문구 신설동,1,,1123000000,신설동,
1123010200,11,230,102,00,1123010200,1123010200,서울특별시 동대문구 용두동,2,,1123000000,용두동,
1123010300,11,230,103,00,1123010300,1123010300,서울특별시 동대문구 제기동,3,,1123000000,제기동,
1123010400,11,230,104,00,1123010400,1123010400,서울특별시 동대문구 전농동,4,,1123000000,전농동,
1123010500,11,230,105,00,1123010500,1123010500,서울특별시 동대문구 답십리동,5,,1123000000,답십리동,
1123010600,11,230,106,00,1123010600,1123010600,서울특별시 동대문구 장안동,6,,1123000000,장안동,
1123010700,11,230,107,00,1123010700,1123010700,서울특별시 동대문구 청량리동,7,,1123000000,청량리동,
1123010800,11,230,108,00,1123010800,1123010800,서울특별시 동대문구 회기동,8,,1123000000,회기동,
1123010900,11,230,109,00,1123010900,1123010900,서울특별시 동대문구 휘경동,9,,1123000000,휘경동,
1123011000,11,230,110,00,1123011000,1123011000,서울특별시 동대문구 이문동,10,,1123000000,이문동,
1120010100,11,200,101,00,1120010100,1120010100,서울특별시 성동구 상왕십리동,1,,1120000000,상왕십리동,
1120010200,11,200,102,00,1120010200,1120010200,서울특별시 성동구 하왕십리동,2,,1120000000,하왕십리동,
1120010300,11,200,103,00,1120010300,1120010300,서울특별시 성동구 홍익동,3,,1120000000,홍익동,
1120010400,11,200,104,00,1120010400,1120010400,서울특별시 성동구 도선동,4,,1120000000,도선동,
1120010500,11,200,105,00,1120010500,1120010500,서울특별시 성동구 마장동,5,,1120000000,마장동,
1120010600,11,200,106,00,1120010600,1120010600,서울특별시 성동구 사근동,6,,1120000000,사근동,
1120010700,11,200,107,00,1120010700,1120010700,서울특별시 성동구 행당동,7,,1120000000,행당동,
1120010800,11,200,108,00,1120010800,1120010800,서울특별시 성동구 응봉동,8,,1120000000,응봉동,
1120010900,11,200,109,00,1120010900,1120010900,서울특별시 성동구 금호동1가,9,,1120000000,금호동1가,
1120011000,11,200,110,00,1120011000,1120011000,서울특별시 성동구 금호동2가,10,,1120000000,금호동2가,
1120011100,11,200,111,00,1120011100,1120011100,서울특별시 성동구 금호동3가,11,,1120000000,금호동3가,
1120011200,11,200,112,00,1120011200,1120011200,서울특별시 성동구 금호동4가,12,,1120000000,금호동4가,
1120011300,11,200,113,00,1120011300,1120011300,서울특별시 성동구 옥수동,13,,1120000000,옥수동,
1120011400,11,200,114,00,1120011400,1120011400,서울특별시 성동구 성수동1가,14,,1120000000,성수동1가,
1120011500,11,200,115,00,1120011500,1120011500,서울특별시 성동구 성수동2가,15,,1120000000,성수동2가,
1120011800,11,200,118,00,1120011800,1120011800,서울특별시 성동구 송정동,16,,1120000000,송정동,
1120012200,11,200,122,00,1120012200,1120012200,서울특별시 성동구 용답동,17,,1120000000,용답동,
1121500000,11,215,000,00,1121500000,1121500000,서울특별시 광진구,5,,1100000000,광진구,
1121510100,11,215,101,00,1121510100,1121510100,서울특별시 광진구 중곡동,1,,1121500000,중곡동,
1121510200,11,215,102,00,1121510200,1121510200,서울특별시 광진구 능동,2,,1121500000,능동,
1121510300,11,215,103,00,1121510300,1121510300,서울특별시 광진구 구의동,3,,1121500000,구의동,
1117012400,11,170,124,00,1117012400,1117012400,서울특별시 용산구 한강로1가,24,,1117000000,한강로1가,
1117012500,11,170,125,00,1117012500,1117012500,서울특별시 용산구 한강로2가,25,,1117000000,한강로2가,
1117012600,11,170,126,00,1117012600,1117012600,서울특별시 용산구 용산동3가,26,,1117000000,용산동3가,
1117012700,11,170,127,00,1117012700,1117012700,서울특별시 용산구 용산동5가,27,,1117000000,용산동5가,
1117012800,11,170,128,00,1117012800,1117012800,서울특별시 용산구 한강로3가,28,,1117000000,한강로3가,
1117012900,11,170,129,00,1117012900,1117012900,서울특별시 용산구 이촌동,29,,1117000000,이촌동,
1117013000,11,170,130,00,1117013000,1117013000,서울특별시 용산구 이태원동,30,,1117000000,이태원동,
1117013100,11,170,131,00,1117013100,1117013100,서울특별시 용산구 한남동,31,,1117000000,한남동,
1117013200,11,170,132,00,1117013200,1117013200,서울특별시 용산구 동빙고동,32,,1117000000,동빙고동,
1117013300,11,170,133,00,1117013300,1117013300,서울특별시 용산구 서빙고동,33,,1117000000,서빙고동,
1117013400,11,170,134,00,1117013400,1117013400,서울특별시 용산구 주성동,34,,1117000000,주성동,
1117013500,11,170,135,00,1117013500,1117013500,서울특별시 용산구 용산동6가,35,,1117000000,용산동6가,
1117013600,11,170,136,00,1117013600,1117013600,서울특별시 용산구 보광동,36,,1117000000,보광동,
1120000000,11,200,000,00,1120000000,1120000000,서울특별시 성동구,4,,1100000000,성동구,
1114014200,11,140,142,00,1114014200,1114014200,서울특별시 중구 예장동,42,,1114000000,예장동,
1114014300,11,140,143,00,1114014300,1114014300,서울특별시 중구 장충동1가,43,,1114000000,장충동1가,
1114014400,11,140,144,00,1114014400,1114014400,서울특별시 중구 장충동2가,44,,1114000000,장충동2가,
1114014500,11,140,145,00,1114014500,1114014500,서울특별시 중구 광희동1가,45,,1114000000,광희동1가,
1114014600,11,140,146,00,1114014600,1114014600,서울특별시 중구 광희동2가,46,,1114000000,광희동2가,
1114014700,11,140,147,00,1114014700,1114014700,서울특별시 중구 쌍림동,47,,1114000000,쌍림동,
1114014800,11,140,148,00,1114014800,1114014800,서울특별시 중구 을지로6가,48,,1114000000,을지로6가,
1114014900,11,140,149,00,1114014900,1114014900,서울특별시 중구 을지로7가,49,,1114000000,을지로7가,
1114015000,11,140,150,00,1114015000,1114015000,서울특별시 중구 을지로4가,50,,1114000000,을지로4가,
1114015100,11,140,151,00,1114015100,1114015100,서울특별시 중구 을지로5가,51,,1114000000,을지로5가,
1114015200,11,140,152,00,1114015200,1114015200,서울특별시 중구 주교동,52,,1114000000,주교동,
1114015300,11,140,153,00,1114015300,1114015300,서울특별시 중구 방산동,53,,1114000000,방산동,
1114015400,11,140,154,00,1114015400,1114015400,서울특별시 중구 오장동,54,,1114000000,오장동,
1114015500,11,140,155,00,1114015500,1114015500,서울특별시 중구 을지로3가,55,,1114000000,을지로3가,
1114015600,11,140,156,00,1114015600,1114015600,서울특별시 중구 입정동,56,,1114000000,입정동,
1114015700,11,140,157,00,1114015700,1114015700,서울특별시 중구 산림동,57,,1114000000,산림동,
1114015800,11,140,158,00,1114015800,1114015800,서울특별시 중구 충무로3가,58,,1114000000,충무로3가,
1114015900,11,140,159,00,1114015900,1114015900,서울특별시 중구 초동,59,,1114000000,초동,
1114016000,11,140,160,00,1114016000,1114016000,서울특별시 중구 인현동1가,60,,1114000000,인현동1가,
1114016100,11,140,161,00,1114016100,1114016100,서울특별시 중구 저동2가,61,,1114000000,저동2가,
1114016200,11,140,162,00,1114016200,1114016200,서울특별시 중구 신당동,62,,1114000000,신당동,
1114016300,11,140,163,00,1114016300,1114016300,서울특별시 중구 흥인동,63,,1114000000,흥인동,
1114016400,11,140,164,00,1114016400,1114016400,서울특별시 중구 무학동,64,,1114000000,무학동,
1114016500,11,140,165,00,1114016500,1114016500,서울특별시 중구 황학동,65,,1114000000,황학동,
1114016600,11,140,166,00,1114016600,1114016600,서울특별시 중구 서소문동,66,,1114000000,서소문동,
1114016700,11,140,167,00,1114016700,1114016700,서울특별시 중구 정동,67,,1114000000,정동,
1114016800,11,140,168,00,1114016800,1114016800,서울특별시 중구 순화동,68,,1114000000,순화동,
1114016900,11,140,169,00,1114016900,1114016900,서울특별시 중구 의주로1가,69,,1114000000,의주로1가,
1114017000,11,140,170,00,1114017000,1114017000,서울특별시 중구 충정로1가,70,,1114000000,충정로1가,
1114017100,11,140,171,00,1114017100,1114017100,서울특별시 중구 중림동,71,,1114000000,중림동,
1114017200,11,140,172,00,1114017200,1114017200,서울특별시 중구 의주로2가,72,,1114000000,의주로2가,
1114017300,11,140,173,00,1114017300,1114017300,서울특별시 중구 만리동1가,73,,1114000000,만리동1가,
1114017400,11,140,174,00,1114017400,1114017400,서울특별시 중구 만리동2가,74,,1114000000,만리동2가,
1117000000,11,170,000,00,1117000000,1117000000,서울특별시 용산구,3,,1100000000,용산구,
1117010100,11,170,101,00,1117010100,1117010100,서울특별시 용산구 후암동,1,,1117000000,후암동,
1117010200,11,170,102,00,1117010200,1117010200,서울특별시 용산구 용산동2가,2,,1117000000,용산동2가,
1117010300,11,170,103,00,1117010300,1117010300,서울특별시 용산구 용산동4가,3,,1117000000,용산동4가,
1117010400,11,170,104,00,1117010400,1117010400,서울특별시 용산구 갈월동,4,,1117000000,갈월동,
1117010500,11,170,105,00,1117010500,1117010500,서울특별시 용산구 남영동,5,,1117000000,남영동,
1117010600,11,170,106,00,1117010600,1117010600,서울특별시 용산구 용산동1가,6,,1117000000,용산동1가,
1117010700,11,170,107,00,1117010700,1117010700,서울특별시 용산구 동자동,7,,1117000000,동자동,
1117010800,11,170,108,00,1117010800,1117010800,서울특별시 용산구 서계동,8,,1117000000,서계동,
1117010900,11,170,109,00,1117010900,1117010900,서울특별시 용산구 청파동1가,9,,1117000000,청파동1가,
