아파트명,건축년도,전용면적,거래금액,층,동,거래유형,계약년도,계약월,계약일,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id
꿈의숲코오롱하늘채,2017.0,59.92,"90,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,장위동,실거래,2024-09-21
보문파크뷰자이,2017.0,59.81,"96,500",12,,중개거래,2024,9,6,,,,,개인,개인,서울 성북구,성북구,보문동6가,실거래,2024-09-21
삼익,1983.0,98.04,"70,000",2,,중개거래,2024,9,9,,,,,개인,개인,서울 성북구,성북구,안암동3가,실거래,2024-09-21
정릉풍림아이원,2005.0,84.09,"69,500",16,,중개거래,2024,9,10,,,,,개인,개인,서울 성북구,성북구,정릉동,실거래,2024-09-21
월곡래미안루나밸리,2007.0,84.88,"91,500",16,,중개거래,2024,9,9,,,,,개인,개인,서울 성북구,성북구,하월곡동,실거래,2024-09-21
정릉우성아파트 101~105동,2000.0,84.96,"65,200",8,,중개거래,2024,9,5,,,,,개인,개인,서울 성북구,성북구,정릉동,실거래,2024-09-21
월곡두산위브,2003.0,84.843,"82,000",5,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,하월곡동,실거래,2024-09-21
래미안아트리치,2019.0,84.98,"110,000",11,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,석관동,실거래,2024-09-21
돈암힐스테이트,2007.0,112.42,"100,000",3,,중개거래,2024,9,10,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
래미안길음센터피스,2019.0,109.98,"185,000",32,,중개거래,2024,9,9,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
동아에코빌,2003.0,84.97,"73,000",14,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,상월곡동,실거래,2024-09-21
길음뉴타운4단지(e편한세상),2005.0,59.97,"72,800",3,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
센트럴힐,2003.0,66.84,"45,000",5,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,종암동,실거래,2024-09-21
베로니스,2020.0,56.97,"52,000",14,,중개거래,2024,9,6,,,,,개인,개인,서울 성북구,성북구,하월곡동,실거래,2024-09-21
동아에코빌,2003.0,84.97,"74,000",5,,중개거래,2024,9,9,,,,,개인,개인,서울 성북구,성북구,상월곡동,실거래,2024-09-21
길음뉴타운4단지(e편한세상),2005.0,59.97,"79,000",9,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
길음뉴타운8단지(래미안),2010.0,59.9,"94,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
한진(609-1),1998.0,59.58,"57,000",17,,중개거래,2024,9,3,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
래미안포레카운티,2021.0,84.97,"103,000",6,,중개거래,2024,9,3,,,,,개인,개인,서울 성북구,성북구,장위동,실거래,2024-09-21
길음뉴타운3단지푸르지오,2005.0,59.99,"71,000",16,,중개거래,2024,9,7,O,24.09.19,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
종암에스케이,1999.0,84.72,"76,000",3,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,종암동,실거래,2024-09-21
안암동삼성래미안,2005.0,59.6983,"75,500",9,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,안암동1가,실거래,2024-09-21
안암동삼성래미안,2005.0,59.6983,"75,500",9,,중개거래,2024,9,7,O,24.09.07,,,개인,개인,서울 성북구,성북구,안암동1가,실거래,2024-09-21
정릉풍림아이원,2005.0,59.88,"49,700",15,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,정릉동,실거래,2024-09-21
이수브라운스톤돈암,2004.0,59.99,"74,500",4,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
래미안아트리치,2019.0,59.98,"98,000",18,,중개거래,2024,9,6,,,,,개인,개인,서울 성북구,성북구,석관동,실거래,2024-09-21
라온유,2008.0,84.65,"84,000",26,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,정릉동,실거래,2024-09-21
길음뉴타운4단지(e편한세상),2005.0,59.86,"77,000",2,,중개거래,2024,9,7,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
길음뉴타운1단지(래미안길음1차),2003.0,114.98,"119,500",9,,중개거래,2024,9,5,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
이수브라운스톤돈암,2004.0,84.97,"89,700",4,,중개거래,2024,9,5,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
길음뉴타운4단지(e편한세상),2005.0,84.64,"90,000",3,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,길음동,실거래,2024-09-21
래미안세레니티,2009.0,59.97,"88,000",6,,중개거래,2024,9,3,,,,,개인,개인,"서울 도봉구, 서울 성북구",성북구,종암동,실거래,2024-09-21
월곡두산위브,2003.0,84.843,"81,500",17,,중개거래,2024,9,2,,,,,개인,개인,서울 성북구,성북구,하월곡동,실거래,2024-09-21
정릉힐스테이트3차,2008.0,59.98,"67,000",3,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,성북구,정릉동,실거래,2024-09-21
돈암동해피트리,2013.0,132.43,"105,000",8,,중개거래,2024,9,2,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
동신,1998.0,59.88,"57,000",3,,중개거래,2024,9,3,,,,,개인,개인,서울 성북구,성북구,하월곡동,실거래,2024-09-21
종암에스케이,1999.0,59.04,"64,000",7,,중개거래,2024,9,2,,,,,개인,개인,"서울 강남구, 서울 성북구",성북구,종암동,실거래,2024-09-21
이수브라운스톤돈암,2004.0,84.97,"79,500",1,,중개거래,2024,9,2,,,,,개인,개인,서울 성북구,성북구,돈암동,실거래,2024-09-21
동답한신,1992.0,35.45,"39,500",6,,중개거래,2024,9,8,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21
한신아파트,2004.0,59.84,"73,800",18,,중개거래,2024,9,3,,,,,개인,개인,서울 동대문구,동대문구,제기동,실거래,2024-09-21
전농우성,1992.0,59.78,"60,000",14,,중개거래,2024,9,14,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21
전농우성,1992.0,59.78,"58,500",5,,중개거래,2024,9,1,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21
한신아파트,1996.0,84.9,"66,500",18,,중개거래,2024,9,19,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
현대,1999.0,59.92,"70,000",9,,중개거래,2024,9,7,,,,,개인,개인,서울 동대문구,동대문구,제기동,실거래,2024-09-21
전농동신성미소지움,2005.0,55.371,"85,000",3,,중개거래,2024,9,4,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21
태솔아파트1차,2016.0,58.71,"50,000",7,,중개거래,2024,9,13,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
미주,1978.0,137.49,"128,500",3,,중개거래,2024,9,13,,,,,개인,개인,서울 동대문구,동대문구,청량리동,실거래,2024-09-21
동대문푸르지오시티(도시형생활주택),2016.0,30.11,"39,500",14,,중개거래,2024,9,14,,,,,개인,개인,서울 동대문구,동대문구,용두동,실거래,2024-09-21
베라체캠퍼스,2013.0,54.526,"48,000",8,,중개거래,2024,9,12,,,,,개인,개인,서울 동대문구,동대문구,회기동,실거래,2024-09-21
신동아,1994.0,58.59,"68,500",7,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,용두동,실거래,2024-09-21
안암골벽산,2003.0,116.69,"85,000",12,,직거래,2024,9,5,,,,,개인,개인,,동대문구,제기동,실거래,2024-09-21
대림e-편한세상,2003.0,59.958,"79,800",4,,중개거래,2024,9,9,,,,,개인,개인,서울 동대문구,동대문구,이문동,실거래,2024-09-21
장안푸르미에,2013.0,12.4972,"13,000",10,,직거래,2024,9,11,,,,,개인,개인,,동대문구,장안동,실거래,2024-09-21
제이드파크(382-2),2014.0,17.33,"11,400",9,,중개거래,2024,9,10,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
장안현대,1984.0,95.45,"69,700",11,,중개거래,2024,9,7,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
주공2,2001.0,59.13,"67,500",9,,중개거래,2024,9,7,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21
래미안장안2차,2007.0,112.92,"107,000",1,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
주공2,2001.0,39.97,"39,900",4,,중개거래,2024,9,6,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21
대명이룸아파트(565-0),2005.0,83.75,"70,000",7,,중개거래,2024,9,9,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
래미안위브,2014.0,84.98,"135,000",19,,중개거래,2024,9,7,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21
답십리청솔우성,2000.0,59.89,"76,500",8,,중개거래,2024,9,7,,,,,개인,개인,서울 동대문구,동대문구,답십리동,실거래,2024-09-21
동양1차,2000.0,59.85,"65,100",5,,중개거래,2024,9,9,,,,,개인,개인,서울 금천구,동대문구,휘경동,실거래,2024-09-21
태솔타운(1차),2012.0,49.77,"31,000",4,,중개거래,2024,9,6,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
동양1차,2000.0,59.85,"65,100",5,,중개거래,2024,9,8,O,24.09.09,,,개인,개인,서울 금천구,동대문구,휘경동,실거래,2024-09-21
래미안장안,2003.0,84.774,"98,500",16,,중개거래,2024,9,6,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
주공1,2001.0,114.96,"87,500",8,,중개거래,2024,9,6,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21
주공2,2001.0,39.98,"43,700",14,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21
래미안장안,2003.0,59.86,"82,000",13,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
래미안장안2차,2007.0,81.05,"98,500",11,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,장안동,실거래,2024-09-21
휘경SK뷰,2019.0,84.62,"109,000",14,,중개거래,2024,9,4,,,,,개인,개인,서울 성북구,동대문구,휘경동,실거래,2024-09-21
동대문롯데캐슬노블레스,2018.0,59.98,"122,000",12,,중개거래,2024,9,4,,,,,개인,개인,서울 동대문구,동대문구,전농동,실거래,2024-09-21
브라운스톤휘경,2013.0,59.78,"74,500",4,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,휘경동,실거래,2024-09-21
삼익,1997.0,59.95,"40,000",2,102,중개거래,2024,9,2,,,24.09.02,,개인,개인,서울 동대문구,동대문구,이문동,실거래,2024-09-21
구의현대6단지,1994.0,84.92,"133,500",7,,중개거래,2024,9,4,,,,,개인,개인,서울 광진구,광진구,구의동,실거래,2024-09-21
현대3,1990.0,59.67,"111,500",19,,중개거래,2024,9,4,,,,,개인,개인,서울 광진구,광진구,광장동,실거래,2024-09-21
에스케이,1999.0,58.43,"58,700",14,,중개거래,2024,9,3,,,,,개인,개인,서울 광진구,광진구,중곡동,실거래,2024-09-21
자양강변I-Park,2006.0,84.95,"168,000",7,,중개거래,2024,9,11,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21
경남아너스빌,1997.0,59.79,"87,800",17,,중개거래,2024,9,10,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21
자양10차현대홈타운,2002.0,84.46,"124,000",1,,중개거래,2024,9,7,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21
씨즈건대힐스,2017.0,14.23,"17,000",2,,직거래,2024,9,10,,,24.09.10,,개인,개인,,광진구,화양동,실거래,2024-09-21
자양호반써밋,2021.0,40.2673,"96,000",25,,중개거래,2024,9,7,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21
이튼타워리버5차,2009.0,84.98,"168,000",5,,중개거래,2024,9,3,,,,,개인,개인,서울 광진구,광진구,자양동,실거래,2024-09-21
금호한신,2005.0,59.99,"100,000",5,,직거래,2024,9,19,,,,,개인,개인,,성동구,금호동3가,실거래,2024-09-21
옥수파크힐스101동~116동,2016.0,84.3,"208,000",9,,중개거래,2024,9,10,,,,,개인,개인,"서울 강남구, 서울 성동구",성동구,옥수동,실거래,2024-09-21
두산,1994.0,79.08,"118,000",14,,중개거래,2024,9,4,,,,,개인,개인,서울 성동구,성동구,금호동3가,실거래,2024-09-21
옥수하이츠,1998.0,114.78,"286,000",9,,중개거래,2024,9,10,,,,,개인,개인,"서울 강남구, 서울 성동구",성동구,옥수동,실거래,2024-09-21
한신무학,1989.0,62.41,"78,000",2,,중개거래,2024,9,9,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
서울숲2차푸르지오,2012.0,59.907,"151,500",9,,중개거래,2024,9,3,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
서울숲 한신 더 휴,2003.0,84.95,"134,000",3,,중개거래,2024,9,15,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21
세림,1986.0,72.84,"92,000",11,,중개거래,2024,9,4,,,,,개인,개인,서울 성동구,성동구,마장동,실거래,2024-09-21
트리마제,2017.0,25.3284,"106,500",8,,중개거래,2024,9,8,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21
센트라스,2016.0,59.99,"135,000",17,,중개거래,2024,9,14,,,,,개인,개인,"서울 성동구, 서울 송파구",성동구,하왕십리동,실거래,2024-09-21
무학현대,1996.0,84.495,"80,000",2,,중개거래,2024,9,13,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
트리마제,2017.0,84.8111,"400,000",36,,중개거래,2024,9,2,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21
서울숲푸르지오,2007.0,59.99,"139,500",5,,중개거래,2024,9,4,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
쌍용,1997.0,84.78,"154,000",18,,중개거래,2024,9,6,,,,,개인,개인,서울 성동구,성동구,성수동1가,실거래,2024-09-21
금호한신,2005.0,59.99,"99,500",7,,중개거래,2024,9,2,O,24.09.20,,,개인,개인,"경기 용인시 수지구, 서울 성동구",성동구,금호동3가,실거래,2024-09-21
무학현대,1996.0,84.495,"80,000",2,,중개거래,2024,9,12,O,24.09.13,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
센트라스,2016.0,40.94,"85,000",6,,중개거래,2024,9,12,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
서울숲삼부아파트,1998.0,84.93,"166,000",12,,중개거래,2024,9,7,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21
신금호파크자이,2016.0,114.98,"228,000",19,,중개거래,2024,9,3,,,,,개인,개인,서울 성동구,성동구,금호동2가,실거래,2024-09-21
왕십리풍림아이원,2004.0,59.936,"101,000",6,,중개거래,2024,9,6,,,,,개인,개인,"서울 서초구, 서울 성동구",성동구,하왕십리동,실거래,2024-09-21
금호현대,1990.0,79.8,"105,000",1,,중개거래,2024,9,7,,,,,개인,개인,"경기 안양시 동안구, 서울 성동구",성동구,응봉동,실거래,2024-09-21
상기,1976.0,46.28,"75,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 성동구,성동구,금호동2가,실거래,2024-09-21
왕십리풍림아이원,2004.0,114.928,"123,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
서울숲 한신 더 휴,2003.0,114.97,"150,000",18,,중개거래,2024,9,2,,,,,개인,개인,서울 성동구,성동구,행당동,실거래,2024-09-21
상리제나우스,2013.0,12.84,"12,000",3,,중개거래,2024,9,2,,,,,개인,기타,서울 성동구,성동구,하왕십리동,실거래,2024-09-21
대림e-편한세상,2000.0,114.94,"106,000",7,,직거래,2024,9,4,,,,,개인,개인,,성동구,행당동,실거래,2024-09-21
성동상가,1978.0,59.21,"157,000",4,,중개거래,2024,9,6,,,,,개인,개인,서울 성동구,성동구,성수동2가,실거래,2024-09-21
서울숲르씨엘,2023.0,84.0492,"140,000",8,,중개거래,2024,9,7,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
강변현대,1994.0,81.8,"233,000",7,,중개거래,2024,9,6,,,,,개인,개인,서울 성동구,성동구,성수동2가,실거래,2024-09-21
서울숲푸르지오,2007.0,59.9,"147,000",7,,중개거래,2024,9,7,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
힐스테이트서울숲리버,2018.0,84.88,"205,000",8,,중개거래,2024,9,6,,,,,개인,개인,"서울 성동구, 서울 중구",성동구,금호동4가,실거래,2024-09-21
서울숲푸르지오,2007.0,114.8,"204,000",1,,중개거래,2024,9,5,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
브라운스톤금호,2007.0,84.838,"150,000",8,,중개거래,2024,9,1,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
금호한신,2005.0,59.99,"99,500",7,,중개거래,2024,9,2,,,,,개인,개인,"경기 용인시 수지구, 서울 성동구",성동구,금호동3가,실거래,2024-09-21
서울숲푸르지오,2007.0,59.99,"170,000",17,,중개거래,2024,9,2,,,,,개인,개인,서울 성동구,성동구,금호동4가,실거래,2024-09-21
동원베네스트,2005.0,84.973,"150,000",11,,중개거래,2024,9,3,,,,,개인,개인,서울 용산구,용산구,이촌동,실거래,2024-09-21
강촌,1998.0,114.595,"248,000",12,,중개거래,2024,9,11,,,,,개인,개인,서울 용산구,용산구,이촌동,실거래,2024-09-21
신동아,1984.0,166.98,"385,000",10,,중개거래,2024,9,5,,,,,개인,개인,서울 용산구,용산구,서빙고동,실거래,2024-09-21
위너빌(Winnervill),2018.0,29.87,"37,000",7,,중개거래,2024,9,13,,,,,개인,개인,"서울 성북구, 서울 중구",중구,황학동,실거래,2024-09-21
남산타운,2002.0,114.88,"162,200",6,,직거래,2024,9,12,,,,,개인,개인,,중구,신당동,실거래,2024-09-21
약수하이츠,1999.0,114.92,"143,000",11,,중개거래,2024,9,7,,,,,개인,개인,서울 중구,중구,신당동,실거래,2024-09-21
청구e편한세상,2011.0,84.95,"155,000",12,,중개거래,2024,9,1,,,,,개인,개인,"대구 달서구, 서울 중구",중구,신당동,실거래,2024-09-21
