아파트명,계약일,건축년도,전용면적,거래금액,층,동,거래유형,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id,신규거래
벽산블루밍2단지,2024-09-12,2003.0,84.9285,"72,000",20,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
신정숲속마을,2024-09-07,2016.0,74.97,"73,700",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
래미안목동아델리체(101동~118동),2024-09-03,2021.0,59.98,"128,000",20,,중개거래,,,,,개인,개인,서울 서대문구,양천구,신정동,실거래,2024-09-26,nan
롯데캐슬,2024-09-11,2004.0,84.73,"136,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
래미안목동아델리체(101동~118동),2024-09-05,2021.0,84.95,"150,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
푸른마을2,2024-09-08,2001.0,59.91,"60,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지9,2024-09-07,1987.0,71.37,"170,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
롯데캐슬,2024-09-02,2004.0,84.73,"144,500",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
신월대림,2024-09-10,2001.0,84.99,"59,900",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
목동신시가지11,2024-09-13,1988.0,51.48,"120,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지12,2024-09-11,1988.0,56.76,"130,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지10,2024-09-03,1987.0,105.58,"209,000",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지10,2024-09-07,1987.0,53.82,"125,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동경동미르웰,2024-09-05,2017.0,14.02,"13,200",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지10,2024-09-11,1987.0,106.06,"197,500",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
양천벽산블루밍2단지,2024-09-07,2006.0,59.99,"59,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
목동신시가지14,2024-09-07,1987.0,55.02,"129,700",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지12,2024-09-13,1988.0,71.64,"160,000",6,,중개거래,,,,,개인,개인,"서울 양천구, 서울 영등포구",양천구,신정동,실거래,2024-09-26,nan
대림,2024-09-06,1992.0,84.71,"94,500",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지2,2024-09-10,1986.0,95.22,"227,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-26,nan
목동신시가지12,2024-09-06,1988.0,72.75,"158,500",5,,중개거래,,,,,개인,개인,"서울 구로구, 서울 양천구",양천구,신정동,실거래,2024-09-26,nan
청구,2024-09-11,1992.0,84.99,"100,000",15,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동힐스테이트,2024-09-04,2016.0,113.68,"202,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
애드웰(534),2024-09-10,2004.0,84.55,"50,000",7,,직거래,,,24.09.11,,개인,개인,,양천구,목동,실거래,2024-09-26,nan
아이파크,2024-09-09,2002.0,84.74,"165,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
세제뉴타운,2024-09-07,2002.0,57.32,"40,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
대성유니드,2024-09-07,2004.0,84.3,"70,500",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
대방샤인힐,2024-09-05,2003.0,59.648,"46,500",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
태산,2024-09-05,2015.0,57.2,"37,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
학마을1단지,2024-09-06,2000.0,49.99,"49,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지6,2024-09-04,1986.0,47.94,"147,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-26,nan
쌍용,2024-09-07,1992.0,84.63,"95,800",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지2,2024-09-09,1986.0,152.64,"292,000",5,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,목동,실거래,2024-09-26,nan
양천벽산블루밍2단지,2024-09-05,2006.0,84.77,"71,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
청구,2024-09-07,1992.0,84.99,"89,800",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
대방샤인힐,2024-09-02,2003.0,84.957,"56,700",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
삼익,2024-09-05,1997.0,59.87,"94,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-26,nan
목동신시가지9,2024-09-05,1987.0,53.82,"142,000",15,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
수명산태승훼미리,2024-09-05,2002.0,84.4,"63,000",6,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신월동,실거래,2024-09-26,nan
목동센트럴아이파크위브1단지,2024-09-03,2020.0,84.97,"118,000",21,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
목동신시가지6,2024-09-06,1986.0,47.94,"146,000",19,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-26,nan
목동센트럴아이파크위브3단지,2024-09-07,2020.0,59.88,"100,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
목동센트럴아이파크위브3단지,2024-09-07,2020.0,52.85,"73,000",2,,중개거래,,,,,개인,개인,"서울 양천구, 인천 남동구",양천구,신월동,실거래,2024-09-26,nan
목동신시가지12,2024-09-07,1988.0,71.64,"154,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
신성미소지움3차아파트,2024-09-06,2007.0,66.14,"50,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
래미안목동아델리체(101동~118동),2024-09-05,2021.0,59.82,"128,000",25,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지7,2024-09-05,1986.0,74.12,"212,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-26,nan
목동신시가지12,2024-09-05,1988.0,71.64,"160,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
샤인팰리스,2024-09-04,2004.0,84.93,"38,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-26,nan
목동신시가지13,2024-09-02,1987.0,98.63,"189,300",13,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신정동,실거래,2024-09-26,nan
학마을1단지,2024-09-03,2000.0,49.99,"51,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
목동신시가지14,2024-09-02,1987.0,74.19,"159,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-26,nan
신촌럭키,2024-09-20,1999.0,83.38,"95,000",6,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,대현동,실거래,2024-09-26,nan
두산,2024-09-09,1997.0,84.84,"68,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
신촌럭키,2024-09-07,1999.0,59.7,"78,700",4,,중개거래,,,,,개인,개인,"서울 서대문구, 서울 성동구",서대문구,대현동,실거래,2024-09-26,nan
DMC래미안e편한세상,2024-09-03,2012.0,84.92,"116,500",2,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-26,nan
문화촌현대,2024-09-07,2002.0,84.99,"79,000",13,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-26,nan
DMC파크뷰자이2단지,2024-09-11,2015.0,84.968,"123,000",4,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
DMC래미안클라시스,2024-09-09,2000.0,84.9,"89,500",9,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
문화촌현대,2024-09-19,2002.0,59.94,"62,000",5,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-26,nan
풍림1차,2024-09-18,1988.0,64.53,"48,000",3,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
래미안남가좌2차,2024-09-16,2005.0,59.788,"87,000",1,,직거래,,,,,개인,개인,,서대문구,남가좌동,실거래,2024-09-26,nan
래미안남가좌2차,2024-09-04,2005.0,84.806,"102,000",8,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
극동,2024-09-05,1995.0,84.92,"55,000",15,,중개거래,,,,,개인,개인,"서울 광진구, 서울 서대문구",서대문구,홍은동,실거래,2024-09-26,nan
두산,2024-09-07,1999.0,59.96,"84,000",7,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북아현동,실거래,2024-09-26,nan
천연뜨란채,2024-09-10,2006.0,56.02,"82,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,천연동,실거래,2024-09-26,nan
홍제한양,2024-09-04,1993.0,60.06,"69,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-26,nan
DMC센트럴아이파크,2024-09-07,2018.0,59.91,"102,500",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
홍제삼성래미안,2024-09-11,2001.0,60.0,"68,000",9,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-26,nan
래미안루센티아,2024-09-11,2020.0,59.98,"104,000",23,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
DMC래미안e편한세상,2024-09-07,2012.0,84.94,"120,000",17,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-26,nan
북아현2차,2024-09-09,2001.0,82.12,"58,000",4,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북아현동,실거래,2024-09-26,nan
래미안루센티아,2024-09-03,2020.0,84.83,"137,700",25,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
DMC파크뷰자이2단지,2024-09-07,2015.0,84.968,"120,000",3,,중개거래,,,,,개인,개인,"서울 서대문구, 서울 송파구",서대문구,남가좌동,실거래,2024-09-26,nan
DMC서부인터빌,2024-09-05,2008.0,84.66,"70,000",13,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-26,nan
DMC파크뷰자이1단지,2024-09-04,2015.0,120.492,"169,000",19,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
신촌자이엘라,2024-09-09,2014.0,24.7,"27,800",21,,중개거래,,,,,개인,개인,"서울 마포구, 서울 서대문구",서대문구,대현동,실거래,2024-09-26,nan
디엠씨엘가,2024-09-10,2017.0,13.03,"13,900",4,101동,중개거래,,,24.09.13,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
DMC래미안e편한세상,2024-09-04,2012.0,59.97,"105,000",11,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-26,nan
래미안남가좌2차,2024-09-02,2005.0,84.806,"106,000",2,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
북한산더샵,2024-09-01,2017.0,59.899,"97,000",12,,중개거래,,,,,개인,개인,서울 동작구,서대문구,홍은동,실거래,2024-09-26,nan
금호어울림,2024-09-07,2016.0,84.759,"85,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-26,nan
극동,2024-09-04,1995.0,84.98,"56,500",14,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
극동,2024-09-06,1995.0,84.98,"50,800",5,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
홍은동벽산,2024-09-02,1997.0,58.64,"57,000",11,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
홍제에스피엘,2024-09-02,2023.0,84.258,"71,510",7,,직거래,,,,,개인,개인,,서대문구,홍제동,실거래,2024-09-26,nan
DMC휴먼빌아파트,2024-09-02,2008.0,84.99,"77,000",12,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-26,nan
동원베네스트,2024-09-03,2012.0,84.9772,"92,000",2,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
남가좌동현대,2024-09-01,1999.0,114.9,"91,800",1,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
북한산두산위브,2024-09-01,2020.0,59.54,"75,500",14,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-26,nan
래미안루센티아,2024-09-01,2020.0,84.84,"117,000",2,109,중개거래,,,24.09.03,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-26,nan
상계주공16(고층),2024-09-09,1988.0,59.39,"48,000",4,,직거래,,,,,개인,개인,,노원구,상계동,실거래,2024-09-26,nan
중계그린1단지,2024-09-04,1990.0,39.91,"36,000",6,,직거래,,,,,개인,개인,,노원구,중계동,실거래,2024-09-26,nan
포레나노원,2024-09-10,2020.0,74.9561,"109,500",7,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
보람아파트,2024-09-09,1988.0,68.99,"58,300",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
청솔아파트9,2024-09-09,2000.0,84.99,"75,000",4,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
상계주공7(고층),2024-09-07,1988.0,45.9,"49,000",3,,중개거래,,,,,개인,개인,"서울 강남구, 서울 노원구",노원구,상계동,실거래,2024-09-26,nan
상계신동아,2024-09-06,1995.0,84.99,"51,000",2,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
비선아파트,2024-09-10,1999.0,59.97,"55,000",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
한진한화그랑빌,2024-09-14,2002.0,84.97,"86,000",6,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
주공5,2024-09-12,1992.0,58.46,"70,000",15,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
상계주공9(고층),2024-09-04,1988.0,45.9,"40,000",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
월계센트럴아이파크,2024-09-11,2020.0,59.99,"85,500",11,,중개거래,,,,,개인,개인,"서울 노원구, 서울 성북구",노원구,월계동,실거래,2024-09-26,nan
주공7,2024-09-20,1993.0,44.1,"41,000",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
수락산벨리체,2024-09-16,2000.0,114.92,"85,000",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
청구3,2024-09-04,1996.0,84.77,"118,500",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
은빛1단지,2024-09-12,1998.0,59.95,"49,300",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
하계1청구,2024-09-19,1997.0,84.6,"82,000",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
상계주공1(고층),2024-09-11,1988.0,59.28,"55,000",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
경남아너스빌,2024-09-20,2002.0,79.098,"64,000",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
상계주공7(고층),2024-09-10,1988.0,49.94,"59,500",10,,중개거래,O,24.09.24,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
풍림아이원,2024-09-08,2005.0,84.491,"82,250",3,,중개거래,,,,,기타,기타,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
청암2단지,2024-09-12,2001.0,59.4,"50,500",4,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
대동아파트2,2024-09-07,1999.0,114.95,"83,000",13,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
상계주공16(고층),2024-09-14,1988.0,59.39,"49,500",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
성원(사슴4),2024-09-08,1995.0,49.92,"42,500",15,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상아,2024-09-06,1989.0,51.29,"51,800",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
보람아파트,2024-09-10,1988.0,44.33,"40,000",9,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
상계주공13(고층),2024-09-01,1989.0,49.94,"40,200",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
상계주공7(고층),2024-09-10,1988.0,49.94,"59,500",10,,중개거래,O,24.09.20,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
주공8,2024-09-03,1993.0,49.72,"53,000",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
은빛2단지,2024-09-13,1998.0,39.7,"36,500",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
상계주공5(저층),2024-09-09,1987.0,31.98,"50,800",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
주공7,2024-09-05,1993.0,44.1,"39,500",6,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
하계2현대,2024-09-05,1997.0,84.896,"84,000",4,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
상계주공4(고층),2024-09-06,1988.0,49.94,"49,900",2,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
동아불암,2024-09-06,1999.0,59.4,"44,750",18,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
삼호3,2024-09-05,1986.0,59.22,"76,000",13,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
성원1,2024-09-13,1996.0,84.78,"91,000",19,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
시영3차(라이프)아파트,2024-09-14,1994.0,39.6,"32,000",9,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
주공7,2024-09-09,1993.0,44.1,"38,700",2,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
장미(시영6),2024-09-02,1989.0,49.5,"53,500",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
태강아파트(아이파크),2024-09-08,1999.0,49.6,"46,500",1,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
동신,2024-09-13,1983.0,71.77,"55,000",2,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상계주공5(저층),2024-09-02,1987.0,31.98,"34,100",1,501,직거래,,,24.09.13,,개인,개인,,노원구,상계동,실거래,2024-09-26,nan
상계주공11(고층),2024-09-05,1988.0,68.86,"74,000",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
학여울청구,2024-09-07,1999.0,59.4,"59,000",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
건영,2024-09-10,1988.0,65.43,"63,000",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
상계주공11(고층),2024-09-12,1988.0,49.94,"56,000",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
꿈의숲SKVIEW,2024-09-10,2016.0,59.92,"76,000",12,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
주공8,2024-09-11,1993.0,49.72,"53,200",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
풍림아이원,2024-09-08,2005.0,84.491,"82,250",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상계주공3(고층),2024-09-02,1987.0,59.39,"68,000",14,,중개거래,,,,,개인,개인,"경기 안산시 상록구, 서울 노원구",노원구,상계동,실거래,2024-09-26,nan
시영3차(라이프)아파트,2024-09-05,1994.0,34.44,"31,900",15,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
학여울청구,2024-09-05,1999.0,84.77,"82,000",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
동신,2024-09-03,1983.0,71.77,"63,000",11,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
염광,2024-09-05,1996.0,84.5,"85,000",22,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
상계주공16(고층),2024-09-09,1988.0,59.39,"47,500",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
초안2,2024-09-11,1997.0,59.85,"42,500",12,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
풍림아이원,2024-09-06,2005.0,84.303,"83,000",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상계주공13(고층),2024-09-07,1989.0,49.94,"40,500",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
한양,2024-09-12,1988.0,86.62,"72,000",8,5,중개거래,,,24.09.12,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
시영2단지(라이프)아파트,2024-09-05,1994.0,39.6,"35,000",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,공릉동,실거래,2024-09-26,nan
삼호3,2024-09-03,1986.0,59.22,"76,800",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
미륭,2024-09-03,1986.0,51.48,"66,500",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
보람아파트,2024-09-03,1988.0,44.33,"39,800",15,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
한신4차,2024-09-03,1995.0,84.84,"52,500",2,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
건영,2024-09-02,1988.0,53.14,"51,000",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-26,nan
상계주공7(고층),2024-09-08,1988.0,59.39,"64,800",13,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
상계주공13(고층),2024-09-01,1989.0,45.55,"38,600",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
초안2,2024-09-09,1997.0,39.6,"28,000",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상계주공14(고층),2024-09-06,1989.0,45.55,"38,900",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
한진한화그랑빌,2024-09-07,2002.0,84.97,"76,000",1,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
한진한화그랑빌,2024-09-03,2002.0,84.97,"81,500",2,,중개거래,,,,,개인,개인,"서울 노원구, 서울 동대문구",노원구,월계동,실거래,2024-09-26,nan
은빛1단지,2024-09-04,1998.0,39.7,"36,700",5,,중개거래,,,,,개인,개인,"서울 노원구, 서울 도봉구",노원구,상계동,실거래,2024-09-26,nan
주공2,2024-09-03,1992.0,44.52,"23,000",7,201,직거래,,,24.09.10,,개인,개인,,노원구,중계동,실거래,2024-09-26,nan
꿈의숲SKVIEW,2024-09-04,2016.0,59.96,"72,500",12,,중개거래,,,,,개인,개인,서울 성북구,노원구,월계동,실거래,2024-09-26,nan
동신,2024-09-04,1983.0,70.81,"57,000",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
미성,2024-09-03,1986.0,50.14,"65,000",5,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
상계현대3차,2024-09-04,1999.0,84.96,"58,000",1,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
경남아너스빌,2024-09-02,2002.0,105.5954,"77,500",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
상계주공12(고층),2024-09-04,1988.0,41.3,"44,950",14,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
녹천역두산위브아파트,2024-09-07,2017.0,84.9094,"71,900",7,,중개거래,,,,,개인,개인,서울 노원구,노원구,월계동,실거래,2024-09-26,nan
노원센트럴푸르지오,2024-09-07,2021.0,59.996,"85,000",19,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
중계그린1단지,2024-09-07,1990.0,49.5,"51,500",4,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
노원롯데캐슬시그니처,2024-09-05,2023.0,59.97,"85,300",18,,중개거래,,,,,법인,개인,"서울 노원구, 서울 동작구",노원구,상계동,실거래,2024-09-26,nan
상계주공10(고층),2024-09-02,1988.0,60.5,"58,000",8,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-26,nan
양지마을(대림)2,2024-09-04,1999.0,84.88,"84,500",1,,중개거래,,,,,개인,개인,서울 노원구,노원구,중계동,실거래,2024-09-26,nan
한신월드,2024-09-05,2005.0,84.38,"27,100",3,,직거래,,,24.09.09,,개인,개인,,노원구,중계동,실거래,2024-09-26,nan
