확인날짜,전용면적,가격,동,층,총층수,방향,단지명,date_id,거래구분
2024-09-22,84(32평),23억5천,405동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억,202동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억,218동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억6천,410동,저층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억,112동,29층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억5천,112동,7층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억,207동,31층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억,206동,27층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억,501동,3층,15층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억,414동,15층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억5천,317동,21층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억5천,517동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억,218동,고층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),24억,403동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-22,84(32평),23억2천,107동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,404동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),21억1천,106동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,515동,중층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,515동,저층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,304동,저층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,207동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,517동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,401동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억2천,402동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억1천,411동,고층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억9천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,204동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,318동,8층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,202동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억2천,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),25억,517동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억5천,202동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,516동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,514동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,306동,중층,22층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,318동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,411동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,406동,중층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,404동,고층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억3천,505동,고층,10층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억3천,411동,1층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,106동,33층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,112동,27층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,418동,23층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억5천,403동,9층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,405동,15층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,112동,2층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,211동,고층,21층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),24억,515동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억,417동,저층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,412동,고층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억5천,106동,30층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),21억,106동,저층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억8천,205동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),22억8천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-21,84(32평),23억,101동,고층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,514동,저층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,414동,중층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,414동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,414동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억2천,208동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,501동,고층,15층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,418동,중층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억5천,517동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),22억8천,207동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,401동,중층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,112동,고층,33층,남동향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억5천,405동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,207동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,404동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,112동,중층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,404동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,301동,고층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,403동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,417동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,219동,고층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,318동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,514동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,414동,중층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),25억,318동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,102동,고층,31층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,201동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억5천,403동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억5천,107동,31층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억5천,218동,중층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,304동,저층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),22억8천,317동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),30억,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),24억,317동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),21억5천,412동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-20,84(32평),23억,317동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),22억9천,302동,중층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억5천,417동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,109동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),20억7천,413동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,403동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억5천,418동,7층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),22억5천,205동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,206동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,218동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,201동,저층,35층,동향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억5천,418동,중층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),22억9천,411동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),22억8천,302동,저층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),24억,401동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),22억,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억5천,112동,저층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,208동,중층,35층,북동향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),25억,404동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억2천,403동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-19,84(32평),23억,213동,저층,25층,남동향,헬리오시티,2024-09-25,아파트
2024-09-18,84(32평),23억,204동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-14,84(32평),22억8천,317동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-14,84(32평),22억4천,217동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-14,84(32평),24억,516동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억2천,414동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억,204동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),22억4천,206동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),21억5천,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억5천,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억8천,204동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억,102동,저층,31층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억5천,301동,중층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),26억,517동,고층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),22억9천,218동,고층,35층,남동향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억8천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-13,84(32평),23억,515동,고층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억3천,411동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),25억,517동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,112동,중층,33층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억8천,418동,고층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,202동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,304동,중층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),20억5천,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),20억5천,410동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),20억5천,406동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,410동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),24억,516동,고층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),26억,515동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),21억,406동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),25억,201동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억5천,219동,저층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,201동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),22억8천,303동,저층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),22억5천,207동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),23억,208동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),22억7천,204동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-12,84(32평),22억8천,203동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),20억5천,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억5천,303동,중층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억4천,410동,저층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),24억,401동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억5천,401동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억8천,218동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억5천,112동,고층,33층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억,218동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억5천,218동,고층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억5천,206동,저층,28층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억,201동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억,204동,22층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억7천,112동,저층,33층,남동향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억8천,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),22억7천,501동,고층,15층,남향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),25억,318동,중층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-11,84(32평),23억,401동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),22억8천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),24억,206동,17층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),23억,418동,중층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),23억5천,413동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),22억6천,201동,저층,35층,남동향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),23억3천,401동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),22억7천,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),21억1천,106동,저층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),22억5천,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-10,84(32평),23억5천,217동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억5천,207동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),24억,517동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),23억5천,516동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억8천,414동,저층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),23억,219동,중층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억5천,404동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),23억3천,412동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),24억,501동,저층,15층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억7천,206동,26층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),23억,406동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억7천,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억5천,411동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),22억7천,217동,고층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-09,84(32평),23억3천,314동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-07,84(32평),22억7천,301동,고층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-07,84(32평),24억,411동,8층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-07,84(32평),22억5천,206동,저층,28층,남서향,헬리오시티,2024-09-25,아파트
2024-09-07,84(32평),24억3천,515동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),21억5천,205동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억3천,404동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억4천,219동,저층,34층,남서향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억7천,218동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,317동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,418동,저층,27층,남서향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억8천,218동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억8천,217동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억6천,201동,중층,35층,남동향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억5천,316동,고층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억8천,207동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억5천,219동,중층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,403동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,418동,중층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억8천,213동,중층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억2천,206동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),22억9천,213동,고층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,107동,고층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,218동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억,405동,저층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-06,84(32평),23억5천,403동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),22억2천,206동,저층,28층,남서향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),23억,219동,저층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),21억,106동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),22억5천,202동,중층,29층,남동향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),22억5천,219동,중층,34층,남서향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),22억2천,302동,저층,13층,남향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),22억5천,413동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),23억,106동,고층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-05,84(32평),24억,208동,중층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),22억9천,406동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),22억6천,206동,고층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),22억6천,205동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),22억5천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),20억8천,213동,저층,25층,남향,헬리오시티,2024-09-25,아파트
2024-09-04,84(32평),23억,306동,저층,22층,남서향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억,410동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억9천,418동,중층,27층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억9천,403동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억5천,203동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억6천,202동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억7천,304동,고층,26층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억,516동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억5천,201동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억3천,206동,저층,28층,남서향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),24억,517동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억5천,402동,중층,29층,남서향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억7천,205동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억,405동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억8천,318동,저층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억2천,206동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),22억6천,406동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),20억5천,403동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억3천,417동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),25억,517동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억5천,417동,고층,24층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억3천,406동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-03,84(32평),23억,318동,중층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억2천,316동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억,316동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억5천,107동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억5천,219동,중층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억5천,502동,중층,15층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억,317동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억,405동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억,402동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억5천,219동,저층,34층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억5천,206동,중층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억5천,212동,중층,21층,남서향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억6천,107동,중층,35층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억5천,212동,저층,21층,남서향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억7천,413동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),23억,204동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-09-02,84(32평),22억5천,208동,저층,35층,남동향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억3천,206동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억5천,303동,고층,26층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억8천,316동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억3천,207동,저층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억5천,304동,중층,26층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),23억,303동,중층,26층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억,217동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억7천,219동,저층,34층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),21억5천,411동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억8천,412동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),23억,417동,중층,24층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억5천,217동,저층,28층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억,204동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),23억5천,418동,고층,27층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),23억,402동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),23억5천,316동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-31,84(32평),22억7천,203동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억7천,303동,중층,26층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억8천,202동,고층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),20억9천,405동,저층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),25억,201동,고층,35층,남서향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억5천,219동,저층,34층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억7천,203동,6층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),23억,410동,중층,29층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억,218동,저층,35층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),22억8천,112동,중층,33층,남향,헬리오시티,2024-09-25,아파트
2024-08-30,84(32평),21억,401동,저층,29층,남향,헬리오시티,2024-09-25,아파트
