확인날짜,전용면적,가격,동,층,총층수,방향,단지명,date_id,거래구분
2024-08-28,84(32평),23억,403동,25층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),24억,413동,고층,28층,남향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),22억8천,404동,저층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),22억5천,401동,저층,29층,남동향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),22억5천,206동,고층,28층,남서향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),22억8천,406동,중층,29층,남서향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),22억8천,417동,중층,24층,남향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),23억3천,412동,고층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-28,84(32평),24억,203동,16층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),23억,206동,고층,28층,남향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),22억5천,106동,고층,35층,남동향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),22억5천,208동,저층,35층,남향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),22억7천,411동,중층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),21억,504동,저층,10층,남향,헬리오시티,2024-09-26,아파트
2024-08-27,84(32평),22억3천,202동,고층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억3천,414동,고층,24층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억,208동,중층,35층,남동향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억5천,412동,고층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),22억8천,217동,고층,28층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억5천,203동,중층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),22억8천,206동,고층,28층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억8천,517동,저층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),24억,514동,고층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),22억8천,109동,중층,35층,남향,헬리오시티,2024-09-26,아파트
2024-08-26,84(32평),23억,106동,고층,35층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),24억,219동,중층,34층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),23억5천,217동,중층,28층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),23억,109동,고층,35층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),23억5천,406동,중층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),21억,403동,저층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-24,84(32평),23억4천,418동,중층,27층,남동향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),22억5천,404동,1층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),24억5천,516동,중층,29층,남서향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),23억5천,412동,중층,29층,남향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),23억5천,404동,중층,29층,남서향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),23억,505동,고층,10층,남향,헬리오시티,2024-09-26,아파트
2024-08-23,84(32평),23억3천,217동,중층,28층,남향,헬리오시티,2024-09-26,아파트
2024-09-21,84(32평),19억5천,403동,5층,30층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,403동,5층,30층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,403동,5층,30층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,403동,5층,30층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,T202동,2층,2층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,T202동,2층,2층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,T202동,2층,2층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,T202동,2층,2층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,210동,저층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,210동,저층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,210동,저층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,210동,저층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,404동,중층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,404동,중층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,404동,중층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,404동,중층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,302동,중층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억5천,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억8천,210동,저층,27층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억8천,210동,저층,27층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억8천,210동,저층,27층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),19억8천,210동,저층,27층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억5천,410동,고층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억5천,410동,고층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억5천,410동,고층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억5천,410동,고층,27층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,404동,19층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,404동,19층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,404동,19층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,404동,19층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억8천,413동,22층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,402동,고층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,402동,고층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,402동,고층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),21억,402동,고층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억8천,413동,22층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,202동,1층,20층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,202동,1층,20층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,202동,1층,20층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),24억,202동,1층,20층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,104동,14층,22층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,104동,14층,22층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,104동,14층,22층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억,104동,14층,22층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억8천,413동,22층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-21,84(32평),20억8천,413동,22층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억,413동,7층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억,413동,7층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억,413동,7층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억,413동,7층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),21억,102동,고층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),21억,102동,고층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),21억,102동,고층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),21억,102동,고층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억5천,304동,저층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억5천,304동,저층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억5천,304동,저층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),20억5천,304동,저층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,413동,저층,26층,동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,413동,저층,26층,동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,413동,저층,26층,동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-20,84(32평),19억5천,413동,저층,26층,동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억,102동,저층,23층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,403동,5층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,403동,5층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,403동,5층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,403동,5층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,103동,중층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,103동,중층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,103동,중층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,103동,중층,24층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,402동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,402동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,402동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),20억,402동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억5천,302동,저층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억5천,302동,저층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억5천,302동,저층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-19,84(32평),19억5천,302동,저층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-17,84(32평),21억,413동,고층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-17,84(32평),21억,413동,고층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-17,84(32평),21억,413동,고층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-17,84(32평),21억,413동,고층,26층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-13,84(32평),21억,210동,중층,27층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-13,84(32평),21억,210동,중층,27층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-13,84(32평),21억,210동,중층,27층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-13,84(32평),21억,210동,중층,27층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-12,84(32평),20억,408동,저층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-12,84(32평),20억,408동,저층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-12,84(32평),20억,408동,저층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-12,84(32평),20억,408동,저층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-11,84(32평),19억,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-11,84(32평),19억,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-11,84(32평),19억,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-11,84(32평),19억,303동,중층,24층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억5천,403동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,104동,고층,22층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,104동,고층,22층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,104동,고층,22층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,104동,고층,22층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,408동,중층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,408동,중층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,408동,중층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억,408동,중층,23층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억5천,403동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억5천,403동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-10,84(32평),20억5천,403동,중층,30층,남서향,마포래미안푸르지오,2024-09-26,아파트
2024-09-06,84(32평),19억5천,403동,5층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-06,84(32평),19억5천,403동,5층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-06,84(32평),19억5천,403동,5층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-06,84(32평),19억5천,403동,5층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-09-03,84(32평),21억,104동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-03,84(32평),21억,104동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-03,84(32평),21억,104동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-03,84(32평),21억,104동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억9천,404동,저층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억9천,404동,저층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억9천,404동,저층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억9천,404동,저층,30층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억8천,210동,저층,27층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억8천,210동,저층,27층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억8천,210동,저층,27층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-31,84(32평),19억8천,210동,저층,27층,남동향,마포래미안푸르지오,2024-09-26,아파트
2024-08-30,84(32평),19억5천,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-08-30,84(32평),19억5천,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-08-30,84(32평),19억5천,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-08-30,84(32평),19억5천,303동,중층,24층,서향,마포래미안푸르지오,2024-09-26,아파트
2024-08-28,84(32평),21억,302동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-08-28,84(32평),21억,302동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-08-28,84(32평),21억,302동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-08-28,84(32평),21억,302동,고층,22층,남향,마포래미안푸르지오,2024-09-26,아파트
2024-09-22,84(32평),24억,112동,고층,21층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-21,84(32평),22억8천,101동,저층,20층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-21,84(32평),22억8천,101동,저층,20층,남서향,마포프레스티지자이,2024-09-26,아파트
2024-09-20,84(32평),22억5천,108동,8층,27층,남동향,마포프레스티지자이,2024-09-26,아파트
2024-09-19,84(32평),22억8천,101동,중층,20층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-18,84(32평),24억,112동,고층,21층,남동향,마포프레스티지자이,2024-09-26,아파트
2024-09-18,84(32평),23억,101동,중층,20층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-13,84(32평),24억,105동,고층,27층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-12,84(32평),22억8천,111동,중층,27층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-09,84(32평),24억,111동,저층,27층,남서향,마포프레스티지자이,2024-09-26,아파트
2024-09-07,84(32평),22억,108동,저층,27층,남향,마포프레스티지자이,2024-09-26,아파트
2024-09-03,84(32평),24억,108동,고층,27층,남향,마포프레스티지자이,2024-09-26,아파트
2024-08-31,84(32평),23억,111동,중층,27층,남향,마포프레스티지자이,2024-09-26,아파트
2024-08-31,84(32평),24억,108동,중층,27층,남동향,마포프레스티지자이,2024-09-26,아파트
2024-08-23,84(32평),24억,108동,중층,27층,남서향,마포프레스티지자이,2024-09-26,아파트
2024-09-20,84(32평),27억,154동,고층,22층,남서향,잠실엘스,2024-09-26,아파트
2024-09-20,84(32평),26억5천,108동,고층,27층,남동향,잠실엘스,2024-09-26,아파트
2024-09-20,84(32평),27억,155동,중층,22층,남향,잠실엘스,2024-09-26,아파트
2024-09-20,84(32평),25억8천,172동,저층,21층,남향,잠실엘스,2024-09-26,아파트
2024-09-19,84(32평),27억3천,165동,중층,20층,남서향,잠실엘스,2024-09-26,아파트
2024-09-19,84(32평),26억8천,131동,저층,26층,남동향,잠실엘스,2024-09-26,아파트
2024-09-19,84(32평),26억5천,108동,중층,27층,남동향,잠실엘스,2024-09-26,아파트
2024-09-19,84(32평),27억,106동,저층,28층,남향,잠실엘스,2024-09-26,아파트
2024-09-14,84(32평),29억,145동,19층,28층,남향,잠실엘스,2024-09-26,아파트
2024-09-13,84(32평),26억5천,149동,저층,23층,남서향,잠실엘스,2024-09-26,아파트
2024-09-13,84(32평),25억8천,172동,저층,21층,남서향,잠실엘스,2024-09-26,아파트
2024-09-13,84(32평),26억8천,131동,중층,26층,남향,잠실엘스,2024-09-26,아파트
2024-09-13,84(32평),28억,101동,저층,25층,남향,잠실엘스,2024-09-26,아파트
2024-09-13,84(32평),27억,111동,중층,29층,남향,잠실엘스,2024-09-26,아파트
2024-09-12,84(32평),27억,145동,고층,28층,남향,잠실엘스,2024-09-26,아파트
2024-09-12,84(32평),26억,101동,중층,25층,남동향,잠실엘스,2024-09-26,아파트
2024-09-12,84(32평),27억,105동,저층,26층,남서향,잠실엘스,2024-09-26,아파트
2024-09-11,84(32평),27억,123동,중층,24층,남서향,잠실엘스,2024-09-26,아파트
2024-09-11,84(32평),26억8천,131동,중층,26층,남동향,잠실엘스,2024-09-26,아파트
2024-09-11,84(32평),26억8천,131동,저층,26층,남향,잠실엘스,2024-09-26,아파트
2024-09-10,84(32평),27억,123동,중층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-09-10,84(32평),27억,155동,저층,22층,남향,잠실엘스,2024-09-26,아파트
2024-09-09,84(32평),27억,119동,고층,24층,남서향,잠실엘스,2024-09-26,아파트
2024-09-07,84(32평),27억,154동,중층,22층,남향,잠실엘스,2024-09-26,아파트
2024-09-07,84(32평),27억,119동,고층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-09-07,84(32평),27억,101동,저층,25층,남향,잠실엘스,2024-09-26,아파트
2024-09-07,84(32평),27억,138동,중층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-09-07,84(32평),27억,140동,고층,25층,남동향,잠실엘스,2024-09-26,아파트
2024-09-06,84(32평),27억,127동,중층,20층,남동향,잠실엘스,2024-09-26,아파트
2024-09-06,84(32평),27억,148동,중층,30층,남동향,잠실엘스,2024-09-26,아파트
2024-09-06,84(32평),27억,155동,중층,22층,남동향,잠실엘스,2024-09-26,아파트
2024-09-05,84(32평),26억5천,132동,고층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-09-05,84(32평),27억,123동,고층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-09-04,84(32평),28억,106동,저층,28층,남향,잠실엘스,2024-09-26,아파트
2024-09-03,84(32평),27억3천,105동,중층,26층,남향,잠실엘스,2024-09-26,아파트
2024-09-02,84(32평),26억7천,134동,고층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-09-02,84(32평),27억,106동,저층,28층,남동향,잠실엘스,2024-09-26,아파트
2024-09-02,84(32평),27억,131동,저층,26층,남동향,잠실엘스,2024-09-26,아파트
2024-09-02,84(32평),27억,154동,고층,22층,남향,잠실엘스,2024-09-26,아파트
2024-09-02,84(32평),27억3천,165동,고층,20층,남향,잠실엘스,2024-09-26,아파트
2024-08-31,84(32평),26억,101동,중층,25층,남향,잠실엘스,2024-09-26,아파트
2024-08-31,84(32평),27억,105동,중층,26층,남향,잠실엘스,2024-09-26,아파트
2024-08-30,84(32평),27억,127동,저층,20층,남동향,잠실엘스,2024-09-26,아파트
2024-08-30,84(32평),26억7천,134동,중층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-08-30,84(32평),26억5천,149동,저층,23층,남향,잠실엘스,2024-09-26,아파트
2024-08-30,84(32평),28억,157동,중층,25층,남서향,잠실엘스,2024-09-26,아파트
2024-08-29,84(32평),26억5천,149동,저층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-08-28,84(32평),27억,124동,중층,25층,남향,잠실엘스,2024-09-26,아파트
2024-08-28,84(32평),27억3천,165동,중층,20층,남향,잠실엘스,2024-09-26,아파트
2024-08-28,84(32평),27억,119동,중층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-08-27,84(32평),26억5천,132동,중층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-08-27,84(32평),27억,155동,고층,22층,남향,잠실엘스,2024-09-26,아파트
2024-08-27,84(32평),26억5천,134동,중층,23층,남동향,잠실엘스,2024-09-26,아파트
2024-08-26,84(32평),27억,138동,고층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-08-26,84(32평),26억,138동,고층,24층,남동향,잠실엘스,2024-09-26,아파트
2024-08-24,84(32평),26억5천,105동,고층,26층,남향,잠실엘스,2024-09-26,아파트
2024-08-24,84(32평),28억,106동,고층,28층,남향,잠실엘스,2024-09-26,아파트
2024-08-23,84(32평),26억5천,105동,고층,26층,남서향,잠실엘스,2024-09-26,아파트
2024-08-23,84(32평),26억7천,105동,중층,26층,남서향,잠실엘스,2024-09-26,아파트
2024-08-23,84(32평),27억3천,105동,고층,26층,남향,잠실엘스,2024-09-26,아파트
2024-09-21,84(32평),24억5천,204동,저층,33층,남서향,리센츠,2024-09-26,아파트
2024-09-21,84(32평),27억5천,218동,고층,29층,남서향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),24억8천,228동,저층,26층,남서향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),26억1천,235동,저층,28층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),27억,205동,중층,27층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),24억5천,204동,저층,33층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),26억7천,229동,중층,29층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),25억5천,204동,저층,33층,남서향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),24억4천900,204동,저층,33층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),27억,248동,고층,30층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),27억,203동,저층,29층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),27억5천,216동,중층,27층,남동향,리센츠,2024-09-26,아파트
2024-09-20,84(32평),26억7천,249동,저층,33층,남서향,리센츠,2024-09-26,아파트
2024-09-19,84(32평),26억,251동,저층,29층,남향,리센츠,2024-09-26,아파트
2024-09-19,84(32평),27억,206동,중층,29층,남서향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),25억8천,235동,저층,28층,남동향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),27억,248동,저층,30층,남동향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),26억7천,229동,중층,29층,동향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),26억8천,206동,저층,29층,남서향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),29억,232동,중층,26층,남향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),26억5천,248동,고층,30층,남서향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),27억,241동,중층,28층,남동향,리센츠,2024-09-26,아파트
2024-09-13,84(32평),27억,205동,중층,27층,남서향,리센츠,2024-09-26,아파트
