aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,date_id
 ,래미안신반포리오센트,11650-4750,161,0,2019,개인, , ,"430,000",11,8,2024,중개거래,서울 서초구,133.37,30,161,1,N, ,잠원로14길,32.0,0.0,4163526.0,0,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,서초그랑자이,11650-4969,1757,0,2021,개인, , ,"332,000",13,8,2024,중개거래,서울 서초구,84.51,14,1757,1,N, ,효령로,391.0,0.0,3121021.0,0,11650.0,,11650,기타,10800,서초동,2024-09-11
 ,쌍용예가클래식,11650-265,776,3,2006,개인, , ,"229,000",15,8,2024,중개거래,서울 서초구,155.4471,12,776-3,1,N, ,방배로37길,26.0,9.0,4163272.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
103동,아크로리버파크,11650-4440,2,12,2016,개인, , ,"1,800,000",5,8,2024,중개거래,서울 서초구,234.91,35,2-12,1,N,24.08.29,신반포로15길,19.0,0.0,4163450.0,0,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
404,엘에이치서초4단지,11650-3974,788,0,2013,개인, , ,"96,500",3,8,2024,중개거래,서울 서초구,51.89,3,788,1,N,24.08.30,양재대로2길,33.0,0.0,4163748.0,1,11650.0,0.0,11650,개인,10300,우면동,2024-09-11
 ,아크로리버파크,11650-4440,2,12,2016,개인, , ,"450,000",3,8,2024,중개거래,"서울 강남구, 서울 서초구",84.99,12,2-12,1,N, ,신반포로15길,19.0,0.0,4163450.0,0,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,래미안원베일리,11650-5126,1,0,2023,개인, , ,"360,000",10,8,2024,중개거래,서울 서초구,59.96,18,1,1,N, ,반포대로,333.0,0.0,2121003.0,0,11650.0,,11650,개인,10700,반포동,2024-09-11
 ,방배신삼호,11650-323,725,0,1983,개인, , ,"325,000",2,8,2024,중개거래,서울 서초구,185.46,1,725,1,N, ,방배로,270.0,0.0,3121010.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,한신타워,11650-150,71,11,1996,개인, , ,"205,000",17,8,2024,중개거래,서울 서초구,59.81,10,71-11,1,N, ,잠원로3길,8.0,0.0,4163527.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,반포자이,11650-3500,20,43,2009,개인, , ,"534,000",17,8,2024,중개거래,서울 서초구,132.439,15,20-43,1,N, ,신반포로,270.0,0.0,3121017.0,2,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,반포동피카소빌,11650-535,79,5,2004,개인, , ,"220,000",2,8,2024,중개거래,서울 서초구,166.84,1,79-5,1,N, ,서래로2길,35.0,0.0,4163359.0,0,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,동아,11650-102,157,0,2002,개인, , ,"225,000",1,8,2024,중개거래,서울 서초구,59.92,17,157,1,N, ,신반포로33길,15.0,0.0,4163453.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,킴스빌리지,11650-142,71,12,1996,개인, , ,"98,000",2,8,2024,중개거래,서울 서초구,30.18,6,71-12,1,N, ,잠원로3길,6.0,0.0,4163527.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,서초네이처힐7단지,11650-3703,735,0,2011,개인, , ,"117,000",10,8,2024,중개거래,서울 서초구,59.99,3,735,1,N, ,태봉로2길,10.0,0.0,4163582.0,1,11650.0,0.0,11650,개인,10300,우면동,2024-09-11
 ,강변,11650-97,53,15,1987,개인, , ,"195,000",3,8,2024,중개거래,서울 서초구,66.29,8,53-15,1,N, ,잠원로,166.0,17.0,3121019.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
105동,방배아트자이,11650-4706,3278,0,2018,개인, , ,"240,000",22,8,2024,중개거래,서울 서초구,84.9383,3,3278,1,N,24.09.02,명달로9길,57.0,0.0,4163195.0,0,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,반포리체,11650-3617,30,26,2010,개인, , ,"460,000",6,8,2024,중개거래,서울 서초구,138.257,25,30-26,1,N, ,고무래로,35.0,0.0,3121001.0,1,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,동광빌라트,11650-275,791,10,1994,개인, , ,"163,000",1,8,2024,중개거래,서울 서초구,153.84,4,791-10,1,N, ,방배로37길,49.0,0.0,4163272.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
103,서초교대e편한세상,11650-3579,1686,9,2010,개인, , ,"250,000",10,8,2024,중개거래,서울 서초구,84.97,13,1686-9,1,N,24.08.28,서초중앙로24길,33.0,0.0,4163710.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,래미안 리더스원,11650-4887,1755,0,2020,개인, , ,"459,000",19,8,2024,중개거래,서울 서초구,135.83,20,1755,1,N, ,서운로,62.0,0.0,3121016.0,0,11650.0,,11650,개인,10800,서초동,2024-09-11
 ,신반포4,11650-125,70,0,1979,개인, , ,"430,000",9,8,2024,중개거래,서울 서초구,137.1,6,70,1,N, ,잠원로,37.0,48.0,3121019.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,방배대우디오빌,11650-3191,866,20,2005,개인, , ,"31,000",17,8,2024,중개거래,서울 서초구,29.6,14,866-20,1,N, ,서초대로,17.0,0.0,2121002.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,방배브라운가,11650-569,930,1,2006,개인, , ,"160,000",12,8,2024,중개거래,서울 서초구,84.94,10,930-1,1,N, ,방배로19길,67.0,0.0,4163255.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,신반포16,11650-113,55,12,1983,개인, , ,"200,000",11,8,2024,중개거래,서울 서초구,52.26,5,55-12,1,N, ,잠원로,157.0,0.0,3121019.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,아크로리버뷰신반포,11650-4676,159,0,2018,개인, , ,"400,000",1,8,2024,중개거래,서울 서초구,84.82,11,159,1,N, ,잠원로,117.0,0.0,3121019.0,0,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,서초동롯데캐슬리버티,11650-833,1620,20,2005,기타, , ,"208,000",6,8,2024,중개거래,서울 서초구,125.79,10,1620-20,1,N, ,사임당로10길,39.0,0.0,4163309.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,서초아트자이,11650-3542,1583,10,2009,개인, , ,"240,000",16,8,2024,중개거래,"서울 동작구, 서울 서초구",144.3141,8,1583-10,1,N, ,반포대로,58.0,0.0,2121003.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,서초포레스타2단지,11650-4156,384,0,2015,개인, , ,"120,000",10,8,2024,중개거래,서울 서초구,59.09,12,384,1,N, ,헌릉로8길,45.0,0.0,4163749.0,2,11650.0,0.0,11650,개인,10900,내곡동,2024-09-11
 ,서초네이처힐3단지,11650-3864,717,0,2013,개인, , ,"150,000",1,8,2024,중개거래,서울 서초구,84.77,12,717,1,N, ,태봉로2길,60.0,0.0,4163582.0,1,11650.0,0.0,11650,개인,10300,우면동,2024-09-11
 ,방배1차현대홈타운,11650-290,1344,0,1999,개인, , ,"214,000",10,8,2024,중개거래,서울 서초구,84.96,5,1344,1,N, ,서초대로1길,30.0,0.0,4163389.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
2동,DK밸리뷰시티,11650-4764,1584,6,2019,개인, , ,"45,000",14,8,2024,중개거래,서울 강남구,28.14,6,1584-6,1,N,24.08.30,반포대로14길,14.0,0.0,4163225.0,0,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,삼풍아파트,11650-28,1685,0,1988,개인, , ,"257,000",3,8,2024,중개거래,서울 서초구,79.47,12,1685,1,N, ,서초중앙로,200.0,0.0,3121024.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,롯데캐슬아르떼,11650-4044,424,28,2013,개인, , ,"227,000",10,8,2024,중개거래,"서울 서초구, 서울 성동구",84.9145,1,424-28,1,N, ,방배천로18길,11.0,0.0,4163687.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,롯데캐슬아르떼,11650-4044,424,28,2013,개인, , ,"259,000",10,8,2024,중개거래,"서울 동작구, 서울 서초구",84.9145,17,424-28,1,N, ,방배천로18길,11.0,0.0,4163687.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,신화,11650-132,54,7,1997,개인, , ,"200,000",10,8,2024,중개거래,서울 서초구,84.85,12,54-7,1,N, ,잠원로14길,54.0,0.0,4163526.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,삼풍아파트,11650-28,1685,0,1988,개인, , ,"266,000",13,8,2024,중개거래,서울 서초구,79.47,12,1685,1,N, ,서초중앙로,200.0,0.0,3121024.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,대우(효령),11650-272,1038,0,1992,개인, , ,"170,000",6,8,2024,중개거래,서울 서초구,84.91,2,1038,1,N, ,효령로,84.0,0.0,3121021.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,대림e-편한세상1,11650-511,884,21,2003,개인, , ,"261,500",3,8,2024,중개거래,서울 서초구,164.25,8,884-21,1,N, ,서초대로34길,34.0,0.0,4163403.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,래미안서초스위트,11650-3515,1301,6,2009,개인, , ,"216,000",9,8,2024,중개거래,서울 서초구,59.9958,23,1301-6,1,N, ,서운로,221.0,0.0,3121016.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,신반포19,11650-116,61,2,1982,개인, , ,"210,000",13,8,2024,중개거래,서울 은평구,81.0,3,61-2,1,N, ,잠원로8길,20.0,0.0,4163529.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,유원서초,11650-62,1687,0,1993,개인, , ,"190,000",8,8,2024,중개거래,서울 서초구,84.82,6,1687,1,N, ,서초중앙로24길,43.0,0.0,4163710.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,삼풍아파트,11650-28,1685,0,1988,개인, , ,"259,500",12,8,2024,중개거래,서울 서초구,79.47,3,1685,1,N, ,서초중앙로,200.0,0.0,3121024.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,삼풍아파트,11650-28,1685,0,1988,개인, , ,"350,000",5,8,2024,중개거래,서울 서초구,130.73,7,1685,1,N, ,서초중앙로,200.0,0.0,3121024.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,서초자연인아파트(102동),11650-3886,1344,23,2013,개인, , ,"28,000",13,8,2024,중개거래,서울 서초구,27.38,9,1344-23,1,N, ,서운로9길,18.0,0.0,4163381.0,1,11650.0,0.0,11650,법인,10800,서초동,2024-09-11
 ,서초래미안,11650-523,1682,0,2003,개인, , ,"247,500",2,8,2024,중개거래,서울 서초구,111.32,10,1682,1,N, ,서초대로65길,13.0,10.0,4163425.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,현대아파트,11650-85,1346,0,1989,개인, , ,"170,000",6,8,2024,중개거래,서울 서초구,84.34,3,1346,1,N, ,효령로72길,14.0,0.0,4163657.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,우성KBS(113동),11650-488,160,2,1996,개인, , ,"115,400",13,8,2024,직거래, ,84.69,1,160-2,1,N, ,바우뫼로,91.0,0.0,3121009.0,1,11650.0,0.0,11650,개인,10200,양재동,2024-09-11
 ,래미안퍼스티지,11650-3559,18,1,2009,개인, , ,"760,000",3,8,2024,중개거래,서울 서초구,198.04,20,18-1,1,N, ,반포대로,275.0,0.0,2121003.0,2,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,롯데캐슬클래식,11650-3300,1312,3,2006,개인, , ,"260,000",3,8,2024,중개거래,서울 서초구,84.98,18,1312-3,1,N, ,서운로,197.0,0.0,3121016.0,0,11650.0,,11650,개인,10800,서초동,2024-09-11
 ,한강,11650-144,49,8,1989,개인, , ,"240,000",6,8,2024,중개거래,서울 서초구,84.53,2,49-8,1,N, ,잠원로,213.0,10.0,3121019.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,방배1차현대홈타운,11650-290,1344,0,1999,개인, , ,"166,000",8,8,2024,중개거래,서울 서초구,59.94,8,1344,1,N, ,서초대로1길,30.0,0.0,4163389.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,서초삼성래미안,11650-24,1641,1,2001,개인, , ,"232,000",2,8,2024,중개거래,서울 서초구,121.66,9,1641-1,1,N, ,사임당로17길,116.0,0.0,4163313.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,한강,11650-144,49,8,1989,개인, , ,"250,000",10,8,2024,중개거래,서울 서초구,84.53,2,49-8,1,N, ,잠원로,213.0,10.0,3121019.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,서초삼성래미안,11650-24,1641,1,2001,개인, , ,"230,000",7,8,2024,중개거래,서울 서초구,121.66,11,1641-1,1,N, ,사임당로17길,116.0,0.0,4163313.0,1,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,서초그랑자이,11650-4969,1757,0,2021,개인, , ,"420,000",8,8,2024,중개거래,서울 서초구,119.41,4,1757,1,N, ,효령로,391.0,0.0,3121021.0,0,11650.0,,11650,개인,10800,서초동,2024-09-11
 ,반포미도,11650-172,60,4,1987,개인, , ,"274,000",6,8,2024,중개거래,서울 서초구,84.96,14,60-4,1,N, ,서초중앙로29길,28.0,0.0,4163713.0,1,11650.0,0.0,11650,개인,10700,반포동,2024-09-11
 ,삼풍아파트,11650-28,1685,0,1988,개인, , ,"258,000",9,8,2024,중개거래,서울 서초구,79.47,2,1685,1,N, ,서초중앙로,200.0,0.0,3121024.0,3,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,서초더샵포레,11650-4063,411,0,2014,개인, , ,"150,000",1,8,2024,중개거래,서울 서초구,84.81,8,411,1,N, ,헌릉로8길,58.0,0.0,4163749.0,2,11650.0,0.0,11650,개인,10900,내곡동,2024-09-11
 ,진흥아파트,11650-66,1315,0,1979,개인, , ,"330,000",7,8,2024,중개거래,서울 서초구,160.46,5,1315,1,N, ,서초대로,385.0,0.0,2121002.0,2,11650.0,0.0,11650,개인,10800,서초동,2024-09-11
 ,반포르엘,11650-5015,163,0,2022,개인, , ,"420,000",6,8,2024,직거래, ,121.6097,3,163,1,N, ,신반포로23길,23.0,0.0,4163452.0,1,11650.0,0.0,11650,개인,10600,잠원동,2024-09-11
 ,방배래미안타워,11650-759,485,3,2005,개인, , ,"170,000",6,8,2024,직거래, ,134.96,3,485-3,1,N, ,남부순환로,2183.0,0.0,2000003.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
 ,방배아트e편한세상105,11650-3173,486,4,2005,개인, , ,"140,000",1,8,2024,중개거래,서울 서초구,74.87,4,486-4,1,N, ,효령로2길,101.0,0.0,4163631.0,1,11650.0,0.0,11650,개인,10100,방배동,2024-09-11
