aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,date_id
 ,DMC파크뷰자이1단지,11410-4479,385,0,2015,개인, , ,"169,000",4,9,2024,중개거래,서울 서대문구,120.492,19,385,1,N, ,가재울미래로,2,0,3351018,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-11
 ,디엠씨엘가,11410-4634,387,0,2017,개인, , ,"13,900",10,9,2024,중개거래,서울 서대문구,13.03,4,387,1,N, ,모래내로,151,0,3112015,0,11410,0.0,11410,개인,12000,남가좌동,2024-09-11
 ,DMC래미안e편한세상,11410-4085,481,0,2012,개인, , ,"105,000",4,9,2024,중개거래,서울 서대문구,59.97,11,481,1,N, ,수색로,100,0,3005054,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-11
 ,래미안남가좌2차,11410-3524,379,0,2005,개인, , ,"106,000",2,9,2024,중개거래,서울 서대문구,84.806,2,379,1,N, ,수색로6길,43,0,4136203,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-11
 ,북한산더샵,11410-4702,464,0,2017,개인, , ,"97,000",1,9,2024,중개거래,서울 동작구,59.899,12,464,1,N, ,통일로,510,0,3000008,9,11410,0.0,11410,개인,11800,홍은동,2024-09-11
 ,금호어울림,11410-4537,471,0,2016,개인, , ,"85,000",7,9,2024,중개거래,서울 서대문구,84.759,10,471,1,N, ,모래내로,411,0,3112015,1,11410,0.0,11410,개인,11100,홍제동,2024-09-11
 ,극동,11410-77,454,0,1995,개인, , ,"56,500",4,9,2024,중개거래,서울 서대문구,84.98,14,454,1,N, ,포방터10길,33,0,4136410,1,11410,0.0,11410,개인,11800,홍은동,2024-09-11
 ,극동,11410-77,454,0,1995,개인, , ,"50,800",6,9,2024,중개거래,서울 서대문구,84.98,5,454,1,N, ,포방터10길,33,0,4136410,1,11410,0.0,11410,개인,11800,홍은동,2024-09-11
 ,홍제에스피엘,11410-5010,322,138,2023,개인, , ,"71,510",2,9,2024,직거래, ,84.258,7,322-138,1,N, ,모래내로,424,0,3112015,0,11410,0.0,11410,개인,11100,홍제동,2024-09-11
 ,DMC휴먼빌아파트,11410-3608,456,0,2008,개인, , ,"77,000",2,9,2024,중개거래,서울 서대문구,84.99,12,456,1,N, ,거북골로18가길,23,0,4136032,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-11
 ,남가좌동현대,11410-104,376,0,1999,개인, , ,"91,800",1,9,2024,중개거래,서울 서대문구,114.9,1,376,1,N, ,가재울로,45,0,3112001,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-11
 ,북한산두산위브,11410-4813,467,0,2020,개인, , ,"75,500",1,9,2024,중개거래,서울 서대문구,59.54,14,467,1,N, ,홍은중앙로3길,9,0,4136429,0,11410,,11410,개인,11800,홍은동,2024-09-11
109,래미안루센티아,11410-4824,390,0,2020,개인, , ,"117,000",1,9,2024,중개거래,서울 서대문구,84.84,2,390,1,N,24.09.03,거북골로,100,0,3112003,3,11410,0.0,11410,개인,12000,남가좌동,2024-09-11
 ,삼익,11545-41,5,13,1999,개인, , ,"44,700",7,9,2024,중개거래,서울 금천구,59.76,14,5-13,1,N, ,독산로50길,89,0,4151113,2,11545,0.0,11545,개인,10300,시흥동,2024-09-11
 ,금천롯데캐슬골드파크3차,11545-2479,1155,0,2018,개인, , ,"92,000",6,9,2024,중개거래,서울 금천구,59.9672,42,1155,1,N, ,시흥대로,291,0,2005010,0,11545,,11545,개인,10200,독산동,2024-09-11
 ,관악산벽산타운5,11545-55,1013,0,2004,개인, , ,"44,400",6,9,2024,중개거래,서울 금천구,59.34,6,1013,1,N, ,금하로,816,0,3000024,1,11545,0.0,11545,개인,10300,시흥동,2024-09-11
1403,독산주공14단지,11545-17,1088,0,1990,개인, , ,"36,500",5,9,2024,직거래, ,44.89,12,1088,1,N,24.09.05,한내로,69,54,3117008,1,11545,0.0,11545,개인,10200,독산동,2024-09-11
 ,금천현대,11545-23,711,2,2002,개인, , ,"69,000",2,9,2024,중개거래,서울 금천구,84.83,7,711-2,1,N, ,벚꽃로,73,0,3116013,2,11545,0.0,11545,개인,10200,독산동,2024-09-11
 ,세진(1037-31),11545-170,1037,31,2005,개인, , ,"38,000",3,9,2024,중개거래,서울 금천구,60.87,3,1037-31,1,N, ,독산로,211,0,3117004,1,11545,0.0,11545,개인,10200,독산동,2024-09-11
 ,남서울건영2,11545-34,384,12,1989,개인, , ,"29,500",3,9,2024,중개거래,서울 금천구,41.34,2,384-12,1,N, ,독산로10길,96,0,4151056,1,11545,0.0,11545,개인,10300,시흥동,2024-09-11
 ,정릉우성아파트 101~105동,11290-48,1020,0,2000,개인, , ,"65,200",5,9,2024,중개거래,서울 성북구,84.96,8,1020,1,N, ,북악산로,813,0,3100019,4,11290,0.0,11290,개인,13300,정릉동,2024-09-11
 ,월곡두산위브,11290-88,222,0,2003,개인, , ,"82,000",7,9,2024,중개거래,서울 성북구,84.843,5,222,1,N, ,오패산로,46,0,3005044,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-11
 ,돈암힐스테이트,11290-3519,639,0,2007,개인, , ,"100,000",10,9,2024,중개거래,서울 성북구,112.42,3,639,1,N, ,아리랑로,68,0,3107009,1,11290,0.0,11290,개인,10300,돈암동,2024-09-11
 ,동아에코빌,11290-71,101,0,2003,개인, , ,"73,000",7,9,2024,중개거래,서울 성북구,84.97,14,101,1,N, ,장월로1길,28,0,4121514,2,11290,0.0,11290,개인,13700,상월곡동,2024-09-11
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"72,800",7,9,2024,중개거래,서울 성북구,59.97,3,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-11
 ,센트럴힐,11290-97,46,43,2003,개인, , ,"45,000",4,9,2024,중개거래,서울 성북구,66.84,5,46-43,1,N, ,종암로13길,16,11,4121654,1,11290,0.0,11290,개인,13500,종암동,2024-09-11
 ,동아에코빌,11290-71,101,0,2003,개인, , ,"74,000",9,9,2024,중개거래,서울 성북구,84.97,5,101,1,N, ,장월로1길,28,0,4121514,2,11290,0.0,11290,개인,13700,상월곡동,2024-09-11
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"79,000",7,9,2024,중개거래,서울 성북구,59.97,9,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-11
 ,한진(609-1),11290-20,609,1,1998,개인, , ,"57,000",3,9,2024,중개거래,서울 성북구,59.58,17,609-1,1,N, ,성북로4길,52,0,4121351,2,11290,0.0,11290,개인,10300,돈암동,2024-09-11
 ,종암에스케이,11290-65,104,1,1999,개인, , ,"76,000",4,9,2024,중개거래,서울 성북구,84.72,3,104-1,1,N, ,종암로24가길,53,0,4121668,1,11290,0.0,11290,개인,13500,종암동,2024-09-11
 ,안암동삼성래미안,11290-207,361,0,2005,개인,24.09.07,O,"75,500",7,9,2024,중개거래,서울 성북구,59.6983,9,361,1,N, ,고려대로17가길,64,0,4856601,0,11290,,11290,개인,12100,안암동1가,2024-09-11
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"74,500",7,9,2024,중개거래,서울 성북구,59.99,4,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-11
 ,라온유,11290-3696,1034,0,2008,개인, , ,"84,000",4,9,2024,중개거래,서울 성북구,84.65,26,1034,1,N, ,정릉로,307,0,3107014,2,11290,0.0,11290,개인,13300,정릉동,2024-09-11
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"77,000",7,9,2024,중개거래,서울 성북구,59.86,2,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-11
 ,길음뉴타운1단지(래미안길음1차),11290-60,1279,0,2003,개인, , ,"119,500",5,9,2024,중개거래,서울 성북구,114.98,9,1279,1,N, ,길음로9길,40,0,4121010,2,11290,0.0,11290,개인,13400,길음동,2024-09-11
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"89,700",5,9,2024,중개거래,서울 성북구,84.97,4,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-11
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"90,000",4,9,2024,중개거래,서울 성북구,84.64,3,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-11
 ,월곡두산위브,11290-88,222,0,2003,개인, , ,"81,500",2,9,2024,중개거래,서울 성북구,84.843,17,222,1,N, ,오패산로,46,0,3005044,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-11
 ,정릉힐스테이트3차,11290-3622,1031,0,2008,개인, , ,"67,000",4,9,2024,중개거래,서울 성북구,59.98,3,1031,1,N, ,보국문로,116,0,3107004,1,11290,0.0,11290,개인,13300,정릉동,2024-09-11
 ,돈암동해피트리,11290-3980,642,0,2013,개인, , ,"105,000",2,9,2024,중개거래,서울 성북구,132.43,8,642,1,N, ,아리랑로5길,92,0,4121416,1,11290,0.0,11290,개인,10300,돈암동,2024-09-11
 ,동신,11290-67,219,0,1998,개인, , ,"57,000",3,9,2024,중개거래,서울 성북구,59.88,3,219,1,N, ,오패산로3길,17,0,4121443,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-11
 ,종암에스케이,11290-65,104,1,1999,개인, , ,"64,000",2,9,2024,중개거래,"서울 강남구, 서울 성북구",59.04,7,104-1,1,N, ,종암로24가길,53,0,4121668,1,11290,0.0,11290,개인,13500,종암동,2024-09-11
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"79,500",2,9,2024,중개거래,서울 성북구,84.97,1,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-11
 ,신동아(22),11680-109,22,0,1997,개인, , ,"89,999",2,9,2024,중개거래,"서울 강남구, 서울 서초구",35.73,4,22,1,N, ,강남대로146길,28,0,4166019,1,11680,0.0,11680,개인,10800,논현동,2024-09-11
 ,"현대6차(78~81,83,84,86,87동)",11680-420,456,0,1978,개인, , ,"668,000",6,9,2024,중개거래,서울 강남구,157.36,12,456,1,N, ,압구정로,201,0,3122007,3,11680,0.0,11680,개인,11000,압구정동,2024-09-11
 ,삼성동롯데아파트,11680-168,17,0,2000,개인, , ,"227,000",9,9,2024,중개거래,서울 강남구,84.87,20,17,1,N, ,학동로,432,0,3122011,2,11680,0.0,11680,개인,10500,삼성동,2024-09-11
 ,강남센트럴아이파크,11680-5056,902,0,2022,개인, , ,"430,000",8,9,2024,중개거래,"서울 강남구, 서울 용산구",125.413,14,902,1,N, ,테헤란로44길,26,0,4166740,1,11680,,11680,개인,10100,역삼동,2024-09-11
 ,논현아이파크,11680-4911,225,6,2020,개인, , ,"155,000",9,9,2024,중개거래,서울 강남구,59.75,15,225-6,1,N, ,언주로,615,0,3005086,0,11680,0.0,11680,개인,10800,논현동,2024-09-11
 ,"현대14차(203,204,205,206동)",11680-428,447,0,1987,개인, , ,"470,000",6,9,2024,중개거래,서울 강남구,84.98,10,447,1,N, ,압구정로29길,57,0,4166514,1,11680,0.0,11680,개인,11000,압구정동,2024-09-11
 ,대치푸르지오발라드,11680-5271,176,2,2024,개인, , ,"167,790",6,9,2024,직거래, ,59.4152,10,176-2,1,N, ,개포로,407,0,3122001,0,11680,0.0,11680,법인,10300,개포동,2024-09-11
 ,레미안삼성1차(101동),11680-3632,104,10,2005,개인, , ,"225,000",3,9,2024,중개거래,서울 강남구,84.98,5,104-10,1,N, ,영동대로114길,56,0,4166678,1,11680,0.0,11680,개인,10500,삼성동,2024-09-11
 ,삼성동힐스테이트 1단지,11680-3834,16,2,2008,개인, , ,"285,000",3,9,2024,중개거래,"경기 성남시 분당구, 서울 강남구",84.236,21,16-2,1,N, ,학동로68길,29,0,4166816,1,11680,0.0,11680,개인,10500,삼성동,2024-09-11
 ,대우아이빌명문가(891-23),11680-530,891,23,2004,개인, , ,"29,000",2,9,2024,중개거래,"서울 강남구, 서울 서초구",33.06,11,891-23,1,N, ,선릉로90길,56,0,4166499,1,11680,0.0,11680,개인,10600,대치동,2024-09-11
 ,미성1차,11680-385,414,0,1982,개인, , ,"375,000",2,9,2024,중개거래,서울 강남구,105.65,9,414,1,N, ,압구정로11길,17,0,4166507,1,11680,0.0,11680,개인,11000,압구정동,2024-09-11
 ,한일,11680-195,48,0,2001,개인, , ,"150,000",2,9,2024,중개거래,서울 강남구,55.34,8,48,1,N, ,봉은사로73길,23,0,4166377,1,11680,0.0,11680,개인,10500,삼성동,2024-09-11
 ,래미안삼성2차,11680-3732,7,3,2007,개인, , ,"390,000",2,9,2024,중개거래,서울 강남구,164.72,8,7-3,1,N, ,선릉로130길,20,0,4166458,1,11680,0.0,11680,개인,10500,삼성동,2024-09-11
 ,현대2,11560-39,92,0,1986,개인, , ,"92,000",7,9,2024,중개거래,서울 영등포구,81.2,1,92,1,N, ,국회대로29길,5,0,4154070,1,11560,0.0,11560,개인,11400,당산동4가,2024-09-11
 ,영등포자이르네,11560-2267,1132,0,2022,개인, , ,"62,700",7,9,2024,중개거래,서울 영등포구,49.01,7,1132,1,N, ,시흥대로,625,0,2005010,0,11560,0.0,11560,개인,13300,대림동,2024-09-11
 ,삼환,11560-7,76,1,1999,개인, , ,"95,000",2,9,2024,중개거래,"서울 광진구, 서울 영등포구",59.91,8,76-1,1,N, ,영중로,145,0,3118024,6,11560,0.0,11560,개인,10900,영등포동8가,2024-09-11
306,현대3차,11560-133,608,1,1997,개인, , ,"78,000",2,9,2024,직거래, ,140.54,18,608-1,1,N,24.09.04,도신로,31,0,3118006,3,11560,0.0,11560,개인,13300,대림동,2024-09-11
 ,공작,11560-8,21,2,1976,개인, , ,"239,500",3,9,2024,중개거래,서울 영등포구,93.06,11,21-2,1,N, ,여의대로6길,17,0,4154645,1,11560,0.0,11560,개인,11000,여의도동,2024-09-11
 ,현대3차,11560-133,608,1,1997,개인, , ,"79,500",2,9,2024,중개거래,서울 영등포구,59.83,8,608-1,1,N, ,도신로,31,0,3118006,3,11560,0.0,11560,개인,13300,대림동,2024-09-11
 ,래미안당산1차,11560-49,374,0,1995,개인, , ,"127,000",2,9,2024,중개거래,서울 영등포구,84.99,19,374,1,N, ,당산로54길,11,0,4154134,2,11560,0.0,11560,개인,11700,당산동,2024-09-11
 ,e편한세상영등포아델포레,11560-2141,1127,0,2020,개인, , ,"105,000",2,9,2024,중개거래,서울 영등포구,59.968,15,1127,1,N, ,신길로,29,0,3118014,8,11560,0.0,11560,개인,13300,대림동,2024-09-11
 ,G밸리소홈,11560-2043,1101,7,2018,개인, , ,"15,000",7,9,2024,직거래, ,16.1,12,1101-7,1,N, ,도림천로19길,11,0,4154300,0,11560,0.0,11560,개인,13300,대림동,2024-09-11
 ,포레나영등포센트럴,11560-2164,208,0,2020,개인, , ,"139,500",2,9,2024,중개거래,서울 영등포구,84.8025,20,208,1,N, ,국회대로50길,20,0,4154080,0,11560,0.0,11560,개인,10800,영등포동7가,2024-09-11
 ,에스케이북한산시티,11305-6,1353,0,2004,개인, , ,"55,000",6,9,2024,중개거래,서울 강북구,59.98,1,1353,1,N, ,솔샘로,174,0,3005042,1,11305,0.0,11305,개인,10100,미아동,2024-09-11
 ,다인플레움,11305-134,117,3,2004,개인,24.09.03,O,"25,000",2,9,2024,중개거래,서울 강북구,66.73,3,117-3,1,N, ,삼양로163길,31,0,4124208,1,11305,0.0,11305,개인,10400,우이동,2024-09-11
 ,블레스하임,11440-5777,13,15,2019,개인, , ,"37,700",7,9,2024,중개거래,서울 마포구,25.13,8,13-15,1,N, ,만리재로,45,1,3101016,0,11440,0.0,11440,개인,10300,신공덕동,2024-09-11
 ,래미안공덕4차,11440-3934,464,0,2005,개인, , ,"90,000",2,9,2024,직거래, ,59.9,18,464,1,N, ,마포대로11길,50,0,4139137,1,11440,0.0,11440,개인,10200,공덕동,2024-09-11
 ,월드컵아이파크(667),11440-4586,667,0,2009,개인, , ,"93,000",1,9,2024,중개거래,서울 마포구,59.73,16,667,1,N, ,모래내로9길,6,0,4139213,1,11440,0.0,11440,개인,12500,성산동,2024-09-11
 ,성원2,11440-76,489,0,1999,개인, , ,"67,800",2,9,2024,중개거래,서울 마포구,59.43,3,489,1,N, ,망원로4길,8,0,4139202,1,11440,0.0,11440,개인,12300,망원동,2024-09-11
 ,성산2차e-편한세상,11440-171,604,0,2005,개인, , ,"89,000",4,9,2024,중개거래,서울 마포구,84.95,3,604,1,N, ,월드컵북로,216,0,3113019,4,11440,0.0,11440,개인,12500,성산동,2024-09-11
 ,성사1차풍림아파트101동,11440-112,600,0,2000,개인, , ,"67,000",2,9,2024,중개거래,서울 마포구,59.85,17,600,1,N, ,성암로1길,8,0,4139340,1,11440,0.0,11440,개인,12500,성산동,2024-09-11
 ,신동아아파트2,11320-91,531,0,1992,개인, , ,"79,000",2,9,2024,중개거래,서울 도봉구,147.48,2,531,1,N, ,방학로15길,40,0,4127217,1,11320,0.0,11320,개인,10600,방학동,2024-09-11
 ,창동신도브래뉴1차,11320-113,820,0,2003,개인, , ,"82,500",5,9,2024,중개거래,서울 도봉구,84.989,6,820,1,N, ,도봉로136나길,40,0,4127129,1,11320,0.0,11320,개인,10700,창동,2024-09-11
 ,한화성원아파트,11320-40,731,0,1996,개인, , ,"34,700",3,9,2024,중개거래,서울 도봉구,59.88,15,731,1,N, ,방학로11길,10,0,4127214,2,11320,0.0,11320,개인,10600,방학동,2024-09-11
 ,미라보,11320-9,160,0,1995,개인, , ,"48,350",4,9,2024,중개거래,서울 도봉구,84.97,14,160,1,N, ,시루봉로2길,62,0,4127266,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-11
 ,브라운스톤쌍문,11320-2399,729,0,2006,개인, , ,"60,000",3,9,2024,중개거래,서울 도봉구,59.9788,10,729,1,N, ,노해로40길,71,0,4127004,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-11
 ,신창,11320-62,810,0,1998,개인, , ,"35,000",1,9,2024,중개거래,서울 도봉구,49.77,15,810,1,N, ,덕릉로62길,13,0,4127064,1,11320,0.0,11320,개인,10700,창동,2024-09-11
 ,장미1,11710-170,7,0,1979,개인, , ,"415,000",7,9,2024,중개거래,서울 송파구,182.01,11,7,1,N, ,올림픽로35길,104,0,4169554,1,11710,0.0,11710,개인,10200,신천동,2024-09-11
 ,장미1,11710-170,7,0,1979,개인, , ,"235,000",7,9,2024,중개거래,서울 송파구,82.45,10,7,1,N, ,올림픽로35길,104,0,4169554,1,11710,0.0,11710,개인,10200,신천동,2024-09-11
 ,리센츠,11710-6249,22,0,2008,개인, , ,"271,500",5,9,2024,중개거래,서울 송파구,84.99,17,22,1,N, ,올림픽로,135,0,3123023,1,11710,0.0,11710,개인,10100,잠실동,2024-09-11
 ,헬리오시티,11710-8865,913,0,2018,개인, , ,"190,000",3,9,2024,직거래, ,99.6,27,913,1,N, ,송파대로,345,0,2005011,0,11710,,11710,개인,10700,가락동,2024-09-11
 ,우성,11710-61,96,1,1986,개인, , ,"121,000",1,9,2024,중개거래,서울 송파구,58.46,5,96-1,1,N, ,송파대로32길,8,0,4169335,1,11710,0.0,11710,개인,10700,가락동,2024-09-11
 ,장미1,11710-170,7,0,1979,개인, , ,"210,000",3,9,2024,중개거래,서울 송파구,71.2,7,7,1,N, ,올림픽로35길,104,0,4169554,1,11710,0.0,11710,개인,10200,신천동,2024-09-11
 ,상리제나우스,11200-2991,966,18,2013,기타, , ,"12,000",2,9,2024,중개거래,서울 성동구,12.84,3,966-18,1,N, ,무학봉28길,5,0,4109274,1,11200,0.0,11200,개인,10200,하왕십리동,2024-09-11
 ,대림e-편한세상,11200-18,347,0,2000,개인, , ,"106,000",4,9,2024,직거래, ,114.94,7,347,1,N, ,행당로,79,0,3103006,1,11200,0.0,11200,개인,10700,행당동,2024-09-11
 ,성동상가,11200-2562,336,2,1978,개인, , ,"157,000",6,9,2024,중개거래,서울 성동구,59.21,4,336-2,1,N, ,성덕정15길,12,0,4109326,1,11200,0.0,11200,개인,11500,성수동2가,2024-09-11
 ,서울숲르씨엘,11200-3253,1555,0,2023,개인, , ,"140,000",7,9,2024,중개거래,서울 성동구,84.0492,8,1555,1,N, ,독서당로46길,34,0,4109089,1,11200,,11200,개인,11200,금호동4가,2024-09-11
 ,강변현대,11200-67,400,0,1994,개인, , ,"233,000",6,9,2024,중개거래,서울 성동구,81.8,7,400,1,N, ,둘레11길,1,0,4109129,1,11200,0.0,11200,개인,11500,성수동2가,2024-09-11
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"147,000",7,9,2024,중개거래,서울 성동구,59.9,7,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-11
 ,힐스테이트서울숲리버,11200-3158,1553,0,2018,개인, , ,"205,000",6,9,2024,중개거래,"서울 성동구, 서울 중구",84.88,8,1553,1,N, ,독서당로,344,0,3005014,0,11200,,11200,개인,11200,금호동4가,2024-09-11
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"204,000",5,9,2024,중개거래,서울 성동구,114.8,1,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-11
 ,브라운스톤금호,11200-2789,1507,0,2007,개인, , ,"150,000",1,9,2024,중개거래,서울 성동구,84.838,8,1507,1,N, ,매봉길,24,0,4109229,1,11200,0.0,11200,개인,11200,금호동4가,2024-09-11
 ,금호한신,11200-2691,1662,0,2005,개인, , ,"99,500",2,9,2024,중개거래,"경기 용인시 수지구, 서울 성동구",59.99,7,1662,1,N, ,금호산길,27,0,4109077,2,11200,0.0,11200,개인,11100,금호동3가,2024-09-11
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"170,000",2,9,2024,중개거래,서울 성동구,59.99,17,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-11
 ,흑석한강푸르지오,11590-3965,336,0,2012,개인, , ,"162,000",8,9,2024,중개거래,서울 동작구,84.98,6,336,1,N, ,흑석한강로,27,0,3119012,1,11590,0.0,11590,개인,10500,흑석동,2024-09-11
 ,동작상떼빌,11590-3351,719,0,2006,개인, , ,"91,000",7,9,2024,중개거래,서울 동작구,84.98,19,719,1,N, ,신대방1가길,38,0,4157486,1,11590,0.0,11590,개인,10900,신대방동,2024-09-11
 ,신동아5,11590-88,1137,0,1998,개인, , ,"120,000",7,9,2024,중개거래,서울 동작구,114.68,12,1137,1,N, ,동작대로29길,118,0,4157127,2,11590,0.0,11590,개인,10700,사당동,2024-09-11
 ,두산위브트레지움,11590-3828,1131,0,2011,개인, , ,"129,000",7,9,2024,중개거래,서울 동작구,59.773,19,1131,1,N, ,사당로13길,31,0,4157230,1,11590,0.0,11590,개인,10700,사당동,2024-09-11
