aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,date_id
 ,강변한솔솔파크,11500-5105,300,0,2005,개인, , ,"104,500",5,9,2024,중개거래,서울 강서구,84.97,10,300,1,N, ,양천로63길,38,0,4145418,1,11500,0.0,11500,개인,10100,염창동,2024-09-15
 ,스위트드림아파트,11500-7910,1168,0,2019,개인, , ,"47,500",4,9,2024,중개거래,서울 강서구,50.38,6,1168,1,N, ,화곡로21길,71,0,4145502,0,11500,,11500,개인,10300,화곡동,2024-09-15
 ,한미(286-1),11500-214,286,1,1988,개인, , ,"43,000",5,9,2024,중개거래,서울 강서구,47.22,1,286-1,1,N, ,양천로23길,9,0,4145397,1,11500,0.0,11500,개인,10900,방화동,2024-09-15
 ,강변,11500-146,1475,0,1992,개인, , ,"51,500",2,9,2024,중개거래,서울 강서구,34.44,3,1475,1,N, ,허준로,139,0,3115013,1,11500,0.0,11500,개인,10400,가양동,2024-09-15
 ,초록,11500-103,1139,0,1998,개인, , ,"70,300",2,9,2024,중개거래,서울 강서구,59.34,6,1139,1,N, ,강서로45다길,30,27,4145054,1,11500,0.0,11500,개인,10300,화곡동,2024-09-15
 ,"우장산아이파크,이편한세상",11500-5419,1159,0,2008,개인, , ,"129,000",1,9,2024,중개거래,서울 강서구,84.97,12,1159,1,N, ,강서로,266,0,3115001,2,11500,0.0,11500,개인,10300,화곡동,2024-09-15
 ,이너스내안에,11500-296,254,2,2004,개인, , ,"63,800",2,9,2024,중개거래,서울 강서구,59.9,3,254-2,1,N, ,양천로75길,22,21,4145429,1,11500,0.0,11500,개인,10100,염창동,2024-09-15
 ,화곡푸르지오,11500-120,1091,0,2002,개인, , ,"133,500",2,9,2024,중개거래,서울 강서구,156.876,1,1091,1,N, ,화곡로13길,107,0,4145494,1,11500,0.0,11500,개인,10300,화곡동,2024-09-15
 ,코오롱오투빌2,11500-67,712,0,2002,개인, , ,"75,000",2,9,2024,중개거래,서울 강서구,84.96,3,712,1,N, ,양천로62길,41,0,4145417,1,11500,0.0,11500,개인,10200,등촌동,2024-09-15
 ,e편한세상염창,11500-7907,309,0,2019,개인, , ,"84,500",2,9,2024,중개거래,서울 강서구,55.0323,8,309,1,N, ,공항대로,583,0,2005007,1,11500,0.0,11500,개인,10100,염창동,2024-09-15
 ,SPACE(920-5),11500-6888,920,5,2014,개인, , ,"15,300",2,9,2024,중개거래,서울 마포구,19.75,15,920-5,1,N, ,곰달래로,86,0,3005063,0,11500,,11500,개인,10300,화곡동,2024-09-15
 ,고척LIG리가1차,11530-3385,340,0,2009,개인, , ,"82,500",6,9,2024,중개거래,서울 구로구,84.91,14,340,1,N, ,중앙로12길,7,0,4148458,1,11530,0.0,11530,개인,10600,고척동,2024-09-15
 ,삼성래미안,11530-171,256,1,2004,개인, , ,"70,000",10,9,2024,중개거래,서울 구로구,58.136,4,256-1,1,N, ,디지털로31길,90,0,4148335,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,산업인,11530-53,57,9,1976,개인, , ,"58,500",12,9,2024,중개거래,서울 양천구,89.26,3,57-9,1,N, ,경인로47다길,43,0,4148105,1,11530,0.0,11530,개인,10600,고척동,2024-09-15
 ,고척월드메르디앙,11530-3459,343,0,2011,개인, , ,"80,000",10,9,2024,중개거래,서울 구로구,84.93,16,343,1,N, ,중앙로8길,11,0,4148469,1,11530,0.0,11530,개인,10600,고척동,2024-09-15
 ,미래타워,11530-12,1272,0,2003,개인, , ,"62,300",6,9,2024,중개거래,서울 관악구,84.97,13,1272,1,N, ,디지털로32길,92,0,4148337,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,신도림 아르디에,11530-4297,695,0,2018,개인, , ,"23,500",7,9,2024,중개거래,서울 구로구,23.26,6,695,1,N, ,경인로66길,19,0,4148118,0,11530,0.0,11530,개인,10100,신도림동,2024-09-15
 ,구로두산위브,11530-3249,1278,0,2006,개인, , ,"49,300",1,9,2024,중개거래,서울 구로구,36.88,6,1278,1,N, ,디지털로31길,85,0,4148335,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,현대상선,11530-38,685,147,1987,개인, , ,"57,000",3,9,2024,중개거래,서울 구로구,64.55,8,685-147,1,N, ,구일로10길,53,0,4148289,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,(749-29),11530-419,749,29,1996,개인, , ,"19,000",2,9,2024,중개거래,서울 구로구,44.61,1,749-29,1,N, ,구로동로20길,58,8,4148207,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,대우,11530-51,296,0,1999,개인, , ,"55,500",1,9,2024,중개거래,서울 구로구,59.96,8,296,1,N, ,고척로52길,53,0,4148179,0,11530,0.0,11530,개인,10600,고척동,2024-09-15
 ,오류동금호어울림,11530-3225,347,0,2006,개인, , ,"54,500",5,9,2024,중개거래,서울 구로구,59.98,6,347,1,N, ,고척로,41,0,3116003,3,11530,0.0,11530,개인,10800,오류동,2024-09-15
 ,럭키,11530-10,1257,0,1992,개인, , ,"55,000",7,9,2024,중개거래,서울 구로구,59.98,7,1257,1,N, ,도림로,107,0,3116010,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,천왕이펜하우스5단지,11530-3485,277,0,2011,개인, , ,"69,000",1,9,2024,중개거래,서울 구로구,84.98,11,277,1,N, ,천왕로,10,0,3116016,1,11530,0.0,11530,개인,11100,천왕동,2024-09-15
 ,개봉동상우,11530-236,487,0,2005,개인, , ,"54,000",3,9,2024,중개거래,서울 구로구,64.91,13,487,1,N, ,남부순환로97길,74,0,4148301,1,11530,0.0,11530,개인,10700,개봉동,2024-09-15
 ,뉴파인,11530-3276,236,4,2007,개인, , ,"41,200",7,9,2024,중개거래,서울 구로구,76.17,6,236-4,1,N, ,오리로21길,90,0,4148437,1,11530,0.0,11530,개인,10900,궁동,2024-09-15
 ,새솔금호,11530-15,108,2,1996,개인, , ,"45,900",7,9,2024,중개거래,서울 구로구,59.9,2,108-2,1,N, ,공원로,35,0,3116004,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,개봉동현대아이파크,11530-3213,489,0,2006,개인, , ,"86,000",4,9,2024,중개거래,서울 구로구,84.98,3,489,1,N, ,개봉로2길,133,15,4148053,1,11530,0.0,11530,개인,10700,개봉동,2024-09-15
 ,개봉푸르지오,11530-3798,492,0,2014,개인, , ,"84,500",4,9,2024,중개거래,서울 구로구,84.94,12,492,1,N, ,남부순환로,775,0,2000003,3,11530,0.0,11530,개인,10700,개봉동,2024-09-15
 ,신도림LG자이,11530-148,42,0,2004,개인, , ,"97,000",1,9,2024,중개거래,서울 구로구,84.952,7,42,1,N, ,새말로18길,64,0,4148369,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
현대 썬앤빌 구로,썬앤빌,11530-3799,34,13,2014,개인, , ,"7,300",3,9,2024,중개거래,서울 구로구,14.064,14,34-13,1,N,24.09.06,경인로19가길,40,0,4148073,0,11530,,11530,개인,10800,오류동,2024-09-15
 ,서울가든,11530-56,141,1,1989,개인, , ,"50,000",4,9,2024,중개거래,서울 구로구,64.39,3,141-1,1,N, ,중앙로5길,62,0,4148467,1,11530,0.0,11530,개인,10600,고척동,2024-09-15
 ,한신휴플러스(1280-0),11530-3282,1280,0,2007,개인, , ,"59,250",2,9,2024,중개거래,서울 구로구,50.17,19,1280,1,N, ,디지털로31길,120,0,4148335,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,구로두산,11530-9,1265,0,1998,개인, , ,"42,000",1,9,2024,중개거래,서울 구로구,44.64,23,1265,1,N, ,도림로,59,0,3116010,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,현대,11530-36,74,30,1988,개인, , ,"50,000",2,9,2024,중개거래,서울 구로구,56.49,12,74-30,1,N, ,구로중앙로18길,68,0,4148251,1,11530,0.0,11530,개인,10200,구로동,2024-09-15
 ,예지안파크뷰,11440-207,512,0,2004,개인, , ,"79,500",9,9,2024,중개거래,서울 마포구,84.71,7,512,1,N, ,방울내로1길,41,14,4139215,1,11440,0.0,11440,개인,12300,망원동,2024-09-15
 ,래미안웰스트림,11440-5559,225,0,2016,개인, , ,"216,000",3,9,2024,중개거래,서울 마포구,84.98,19,225,1,N, ,토정로18길,11,0,4139587,2,11440,0.0,11440,개인,11200,현석동,2024-09-15
 ,상암월드컵파크3단지,11440-135,1643,0,2003,개인, , ,"105,000",3,9,2024,중개거래,"서울 마포구, 서울 서대문구",84.84,4,1643,1,N, ,월드컵로,338,0,3113018,0,11440,0.0,11440,개인,12700,상암동,2024-09-15
 ,블레스하임,11440-5777,13,15,2019,개인, , ,"37,700",7,9,2024,중개거래,서울 마포구,25.13,8,13-15,1,N, ,만리재로,45,1,3101016,0,11440,0.0,11440,개인,10300,신공덕동,2024-09-15
412,래미안공덕4차,11440-3934,464,0,2005,개인, , ,"90,000",2,9,2024,직거래, ,59.9,18,464,1,N,24.09.09,마포대로11길,50,0,4139137,1,11440,0.0,11440,개인,10200,공덕동,2024-09-15
 ,월드컵아이파크(667),11440-4586,667,0,2009,개인, , ,"93,000",1,9,2024,중개거래,서울 마포구,59.73,16,667,1,N, ,모래내로9길,6,0,4139213,1,11440,0.0,11440,개인,12500,성산동,2024-09-15
 ,성원2,11440-76,489,0,1999,개인, , ,"67,800",2,9,2024,중개거래,서울 마포구,59.43,3,489,1,N, ,망원로4길,8,0,4139202,1,11440,0.0,11440,개인,12300,망원동,2024-09-15
202,성산2차e-편한세상,11440-171,604,0,2005,개인, , ,"89,000",4,9,2024,중개거래,서울 마포구,84.95,3,604,1,N,24.09.10,월드컵북로,216,0,3113019,4,11440,0.0,11440,개인,12500,성산동,2024-09-15
 ,성사1차풍림아파트101동,11440-112,600,0,2000,개인, , ,"67,000",2,9,2024,중개거래,서울 마포구,59.85,17,600,1,N, ,성암로1길,8,0,4139340,1,11440,0.0,11440,개인,12500,성산동,2024-09-15
 ,목동신시가지9,11470-125,312,0,1987,개인, , ,"170,000",7,9,2024,중개거래,서울 양천구,71.37,7,312,1,N, ,목동서로,340,0,3114003,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,롯데캐슬,11470-248,1309,0,2004,개인, , ,"144,500",2,9,2024,중개거래,서울 양천구,84.73,9,1309,1,N, ,신목로12길,22,0,4142230,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,신월대림,11470-87,491,1,2001,개인, , ,"59,900",10,9,2024,중개거래,서울 양천구,84.99,2,491-1,1,N, ,오목로13길,7,0,4142280,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,목동신시가지11,11470-120,325,0,1988,개인, , ,"120,000",13,9,2024,중개거래,서울 양천구,51.48,2,325,1,N, ,목동동로,10,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지12,11470-121,326,0,1988,개인, , ,"130,000",11,9,2024,중개거래,서울 양천구,56.76,2,326,1,N, ,목동동로,50,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동경동미르웰,11470-5380,972,2,2017,개인, , ,"13,200",5,9,2024,중개거래,서울 양천구,14.02,13,972-2,1,N, ,중앙로,286,0,3005068,0,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지10,11470-119,311,0,1987,개인, , ,"197,500",11,9,2024,중개거래,서울 양천구,106.06,5,311,1,N, ,목동서로,400,0,3114003,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,양천벽산블루밍2단지,11470-4025,1027,0,2006,개인, , ,"59,500",7,9,2024,중개거래,서울 양천구,59.99,3,1027,1,N, ,월정로9길,20,0,4142333,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,목동신시가지14,11470-123,329,0,1987,개인, , ,"129,700",7,9,2024,중개거래,서울 양천구,55.02,5,329,1,N, ,목동동로,130,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지12,11470-121,326,0,1988,개인, , ,"160,000",13,9,2024,중개거래,"서울 양천구, 서울 영등포구",71.64,6,326,1,N, ,목동동로,50,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,대림,11470-117,333,0,1992,개인, , ,"94,500",6,9,2024,중개거래,서울 양천구,84.71,13,333,1,N, ,신목로5길,9,0,4142235,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지2,11470-18,902,0,1986,개인, , ,"227,000",10,9,2024,중개거래,서울 양천구,95.22,3,902,1,N, ,목동서로,70,0,3114003,2,11470,0.0,11470,개인,10200,목동,2024-09-15
 ,목동신시가지12,11470-121,326,0,1988,개인, , ,"158,500",6,9,2024,중개거래,"서울 구로구, 서울 양천구",72.75,5,326,1,N, ,목동동로,50,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동힐스테이트,11470-5271,1323,0,2016,개인, , ,"202,000",4,9,2024,중개거래,서울 양천구,113.68,3,1323,1,N, ,중앙로36길,15,0,4142376,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,애드웰(534),11470-256,534,0,2004,개인, , ,"50,000",10,9,2024,직거래, ,84.55,7,534,1,N, ,목동중앙본로30길,54,0,4142173,1,11470,0.0,11470,개인,10200,목동,2024-09-15
 ,아이파크,11470-157,1296,0,2002,개인, , ,"165,000",9,9,2024,중개거래,서울 양천구,84.74,9,1296,1,N, ,목동동로,180,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,세제뉴타운,11470-81,529,2,2002,개인, , ,"40,000",7,9,2024,중개거래,서울 양천구,57.32,4,529-2,1,N, ,신월로15길,15,0,4142242,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,대방샤인힐,11470-201,1017,0,2003,개인, , ,"46,500",5,9,2024,중개거래,서울 양천구,59.648,1,1017,1,N, ,신월로9길,37,0,4142255,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,태산,11470-5095,520,8,2015,개인, , ,"37,000",5,9,2024,중개거래,서울 양천구,57.2,8,520-8,1,N, ,오목로,20,0,3114014,3,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,학마을1단지,11470-153,1293,0,2000,개인, , ,"49,000",6,9,2024,중개거래,서울 양천구,49.99,12,1293,1,N, ,신정로14길,6,0,4142259,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지6,11470-22,911,0,1986,개인, , ,"147,000",4,9,2024,중개거래,서울 양천구,47.94,16,911,1,N, ,목동동로,430,0,3114001,2,11470,0.0,11470,개인,10200,목동,2024-09-15
 ,목동신시가지2,11470-18,902,0,1986,개인, , ,"292,000",9,9,2024,중개거래,"서울 강서구, 서울 양천구",152.64,5,902,1,N, ,목동서로,70,0,3114003,2,11470,0.0,11470,개인,10200,목동,2024-09-15
 ,양천벽산블루밍2단지,11470-4025,1027,0,2006,개인, , ,"71,000",5,9,2024,중개거래,서울 양천구,84.77,12,1027,1,N, ,월정로9길,20,0,4142333,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,청구,11470-147,336,0,1992,개인, , ,"89,800",7,9,2024,중개거래,서울 양천구,84.99,2,336,1,N, ,신목로2길,11,0,4142233,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,대방샤인힐,11470-201,1017,0,2003,개인, , ,"56,700",2,9,2024,중개거래,서울 양천구,84.957,14,1017,1,N, ,신월로9길,37,0,4142255,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,삼익,11470-33,933,0,1997,개인, , ,"94,500",5,9,2024,중개거래,서울 양천구,59.87,3,933,1,N, ,목동동로12길,45,0,4142097,0,11470,,11470,개인,10200,목동,2024-09-15
 ,목동신시가지9,11470-125,312,0,1987,개인, , ,"142,000",5,9,2024,중개거래,서울 양천구,53.82,15,312,1,N, ,목동서로,340,0,3114003,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,수명산태승훼미리,11470-112,18,17,2002,개인, , ,"63,000",5,9,2024,중개거래,"서울 강서구, 서울 양천구",84.4,6,18-17,1,N, ,월정로,262,0,3005067,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,목동센트럴아이파크위브1단지,11470-5627,1075,0,2020,개인, , ,"118,000",3,9,2024,중개거래,서울 양천구,84.97,21,1075,1,N, ,남부순환로83길,17,0,4142070,1,11470,,11470,개인,10300,신월동,2024-09-15
 ,목동신시가지6,11470-22,911,0,1986,개인, , ,"146,000",6,9,2024,중개거래,서울 양천구,47.94,19,911,1,N, ,목동동로,430,0,3114001,2,11470,0.0,11470,개인,10200,목동,2024-09-15
 ,목동센트럴아이파크위브3단지,11470-5629,1077,0,2020,개인, , ,"100,000",7,9,2024,중개거래,서울 양천구,59.88,6,1077,1,N, ,남부순환로83길,48,0,4142070,1,11470,,11470,개인,10300,신월동,2024-09-15
 ,목동센트럴아이파크위브3단지,11470-5629,1077,0,2020,개인, , ,"73,000",7,9,2024,중개거래,"서울 양천구, 인천 남동구",52.85,2,1077,1,N, ,남부순환로83길,48,0,4142070,1,11470,,11470,개인,10300,신월동,2024-09-15
 ,목동신시가지12,11470-121,326,0,1988,개인, , ,"154,000",7,9,2024,중개거래,서울 양천구,71.64,10,326,1,N, ,목동동로,50,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,신성미소지움3차아파트,11470-4151,1045,0,2007,개인, , ,"50,000",6,9,2024,중개거래,서울 양천구,66.14,4,1045,1,N, ,오목로,39,22,3114014,3,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,래미안목동아델리체(101동~118동),11470-5691,1326,0,2021,개인, , ,"128,000",5,9,2024,중개거래,서울 양천구,59.82,25,1326,1,N, ,중앙로43길,14,0,4142380,1,11470,,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지7,11470-23,925,0,1986,개인, , ,"212,000",5,9,2024,중개거래,서울 양천구,74.12,3,925,1,N, ,목동로,212,0,3114002,0,11470,,11470,개인,10200,목동,2024-09-15
 ,목동신시가지12,11470-121,326,0,1988,개인, , ,"160,000",5,9,2024,중개거래,서울 양천구,71.64,7,326,1,N, ,목동동로,50,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,샤인팰리스,11470-274,13,3,2004,개인, , ,"38,000",4,9,2024,중개거래,서울 양천구,84.93,7,13-3,1,N, ,화곡로3길,20,19,4142417,1,11470,0.0,11470,개인,10300,신월동,2024-09-15
 ,목동신시가지13,11470-122,327,0,1987,개인, , ,"189,300",2,9,2024,중개거래,"서울 강서구, 서울 양천구",98.63,13,327,1,N, ,목동동로,100,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,학마을1단지,11470-153,1293,0,2000,개인, , ,"51,000",3,9,2024,중개거래,서울 양천구,49.99,4,1293,1,N, ,신정로14길,6,0,4142259,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,목동신시가지14,11470-123,329,0,1987,개인, , ,"159,000",2,9,2024,중개거래,서울 양천구,74.19,7,329,1,N, ,목동동로,130,0,3114001,1,11470,0.0,11470,개인,10100,신정동,2024-09-15
 ,극동,11410-77,454,0,1995,개인, , ,"55,000",5,9,2024,중개거래,"서울 광진구, 서울 서대문구",84.92,15,454,1,N, ,포방터10길,33,0,4136410,1,11410,0.0,11410,개인,11800,홍은동,2024-09-15
 ,두산,11410-13,1009,0,1999,개인, , ,"84,000",7,9,2024,중개거래,서울 서대문구,59.96,7,1009,1,N, ,이화여대8길,62,0,4136321,1,11410,0.0,11410,개인,11000,북아현동,2024-09-15
 ,천연뜨란채,11410-3569,145,0,2006,개인, , ,"82,000",10,9,2024,중개거래,서울 서대문구,56.02,10,145,1,N, ,독립문로8길,54,0,4136063,4,11410,0.0,11410,개인,10600,천연동,2024-09-15
 ,홍제한양,11410-67,82,0,1993,개인, , ,"69,000",4,9,2024,중개거래,서울 서대문구,60.06,10,82,1,N, ,통일로25길,30,0,4136379,1,11410,0.0,11410,개인,11100,홍제동,2024-09-15
 ,DMC센트럴아이파크,11410-4762,388,0,2018,개인, , ,"102,500",7,9,2024,중개거래,서울 서대문구,59.91,10,388,1,N, ,증가로,150,0,3112010,3,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,홍제삼성래미안,11410-71,461,0,2001,개인, , ,"68,000",11,9,2024,중개거래,서울 서대문구,60.0,9,461,1,N, ,통일로,319,0,3000008,8,11410,0.0,11410,개인,11100,홍제동,2024-09-15
 ,래미안루센티아,11410-4824,390,0,2020,개인, , ,"104,000",11,9,2024,중개거래,서울 서대문구,59.98,23,390,1,N, ,거북골로,100,0,3112003,3,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,DMC래미안e편한세상,11410-4085,481,0,2012,개인, , ,"120,000",7,9,2024,중개거래,서울 서대문구,84.94,17,481,1,N, ,수색로,100,0,3005054,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-15
 ,북아현2차,11410-149,187,12,2001,개인, , ,"58,000",9,9,2024,중개거래,서울 서대문구,82.12,4,187-12,1,N, ,북아현로23길,15,0,4136132,1,11410,0.0,11410,개인,11000,북아현동,2024-09-15
 ,래미안루센티아,11410-4824,390,0,2020,개인, , ,"137,700",3,9,2024,중개거래,서울 서대문구,84.83,25,390,1,N, ,거북골로,100,0,3112003,3,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,DMC파크뷰자이2단지,11410-4480,385,0,2015,개인, , ,"120,000",7,9,2024,중개거래,"서울 서대문구, 서울 송파구",84.968,3,385,1,N, ,가재울미래로,2,0,3351018,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,DMC서부인터빌,11410-3743,467,0,2008,개인, , ,"70,000",5,9,2024,중개거래,서울 서대문구,84.66,13,467,1,N, ,증가로30길,8,0,4136357,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-15
 ,DMC파크뷰자이1단지,11410-4479,385,0,2015,개인, , ,"169,000",4,9,2024,중개거래,서울 서대문구,120.492,19,385,1,N, ,가재울미래로,2,0,3351018,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,신촌자이엘라,11410-4373,104,36,2014,개인, , ,"27,800",9,9,2024,중개거래,"서울 마포구, 서울 서대문구",24.7,21,104-36,1,N, ,신촌로,149,0,3005057,3,11410,0.0,11410,개인,11200,대현동,2024-09-15
 ,디엠씨엘가,11410-4634,387,0,2017,개인, , ,"13,900",10,9,2024,중개거래,서울 서대문구,13.03,4,387,1,N, ,모래내로,151,0,3112015,0,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,DMC래미안e편한세상,11410-4085,481,0,2012,개인, , ,"105,000",4,9,2024,중개거래,서울 서대문구,59.97,11,481,1,N, ,수색로,100,0,3005054,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-15
 ,래미안남가좌2차,11410-3524,379,0,2005,개인, , ,"106,000",2,9,2024,중개거래,서울 서대문구,84.806,2,379,1,N, ,수색로6길,43,0,4136203,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,북한산더샵,11410-4702,464,0,2017,개인, , ,"97,000",1,9,2024,중개거래,서울 동작구,59.899,12,464,1,N, ,통일로,510,0,3000008,9,11410,0.0,11410,개인,11800,홍은동,2024-09-15
 ,금호어울림,11410-4537,471,0,2016,개인, , ,"85,000",7,9,2024,중개거래,서울 서대문구,84.759,10,471,1,N, ,모래내로,411,0,3112015,1,11410,0.0,11410,개인,11100,홍제동,2024-09-15
 ,극동,11410-77,454,0,1995,개인, , ,"56,500",4,9,2024,중개거래,서울 서대문구,84.98,14,454,1,N, ,포방터10길,33,0,4136410,1,11410,0.0,11410,개인,11800,홍은동,2024-09-15
 ,극동,11410-77,454,0,1995,개인, , ,"50,800",6,9,2024,중개거래,서울 서대문구,84.98,5,454,1,N, ,포방터10길,33,0,4136410,1,11410,0.0,11410,개인,11800,홍은동,2024-09-15
 ,홍은동벽산,11410-85,455,0,1997,개인, , ,"57,000",2,9,2024,중개거래,서울 서대문구,58.64,11,455,1,N, ,세검정로1길,95,0,4136176,1,11410,0.0,11410,개인,11800,홍은동,2024-09-15
 ,홍제에스피엘,11410-5010,322,138,2023,개인, , ,"71,510",2,9,2024,직거래, ,84.258,7,322-138,1,N, ,모래내로,424,0,3112015,0,11410,0.0,11410,개인,11100,홍제동,2024-09-15
 ,DMC휴먼빌아파트,11410-3608,456,0,2008,개인, , ,"77,000",2,9,2024,중개거래,서울 서대문구,84.99,12,456,1,N, ,거북골로18가길,23,0,4136032,1,11410,0.0,11410,개인,11900,북가좌동,2024-09-15
 ,남가좌동현대,11410-104,376,0,1999,개인, , ,"91,800",1,9,2024,중개거래,서울 서대문구,114.9,1,376,1,N, ,가재울로,45,0,3112001,1,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,북한산두산위브,11410-4813,467,0,2020,개인, , ,"75,500",1,9,2024,중개거래,서울 서대문구,59.54,14,467,1,N, ,홍은중앙로3길,9,0,4136429,0,11410,,11410,개인,11800,홍은동,2024-09-15
109,래미안루센티아,11410-4824,390,0,2020,개인, , ,"117,000",1,9,2024,중개거래,서울 서대문구,84.84,2,390,1,N,24.09.03,거북골로,100,0,3112003,3,11410,0.0,11410,개인,12000,남가좌동,2024-09-15
 ,상계주공5(저층),11350-39,721,0,1987,개인, , ,"34,100",2,9,2024,직거래, ,31.98,1,721,1,N, ,동일로216길,47,0,4130209,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,상계주공11(고층),11350-31,652,0,1988,개인, , ,"74,000",5,9,2024,중개거래,서울 노원구,68.86,8,652,1,N, ,동일로227길,85,0,4130216,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,학여울청구,11350-80,354,0,1999,개인, , ,"59,000",7,9,2024,중개거래,서울 노원구,59.4,5,354,1,N, ,동일로207길,186,0,4130202,1,11350,0.0,11350,개인,10400,하계동,2024-09-15
 ,건영,11350-67,271,3,1988,개인, , ,"63,000",10,9,2024,중개거래,서울 노원구,65.43,11,271-3,1,N, ,섬밭로,229,0,3110005,2,11350,0.0,11350,개인,10400,하계동,2024-09-15
 ,상계주공11(고층),11350-31,652,0,1988,개인, , ,"56,000",12,9,2024,중개거래,서울 노원구,49.94,11,652,1,N, ,동일로227길,25,0,4130216,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,꿈의숲SKVIEW,11350-2140,949,0,2016,개인, , ,"76,000",10,9,2024,중개거래,서울 노원구,59.92,12,949,1,N, ,월계로42길,97,0,4130327,0,11350,,11350,개인,10200,월계동,2024-09-15
 ,주공8,11350-117,362,1,1993,개인, , ,"53,200",11,9,2024,중개거래,서울 노원구,49.72,11,362-1,1,N, ,한글비석로5길,62,0,4130430,2,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,상계주공3(고층),11350-37,730,2,1987,개인, , ,"68,000",2,9,2024,중개거래,"경기 안산시 상록구, 서울 노원구",59.39,14,730-2,1,N, ,동일로215길,48,0,4130208,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,시영3차(라이프)아파트,11350-173,715,0,1994,개인, , ,"31,900",5,9,2024,중개거래,서울 노원구,34.44,15,715,1,N, ,섬밭로,123,0,3110005,1,11350,0.0,11350,개인,10300,공릉동,2024-09-15
 ,학여울청구,11350-80,354,0,1999,개인, , ,"82,000",5,9,2024,중개거래,서울 노원구,84.77,3,354,1,N, ,동일로207길,186,0,4130202,1,11350,0.0,11350,개인,10400,하계동,2024-09-15
