aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,date_id
 ,동신,11350-137,436,0,1983,개인, , ,"63,000",3,9,2024,중개거래,서울 노원구,71.77,11,436,1,N, ,광운로2나길,30,0,4130055,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,염광,11350-109,445,0,1996,개인, , ,"85,000",5,9,2024,중개거래,서울 노원구,84.5,22,445,1,N, ,덕릉로79길,23,0,4130153,1,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,초안2,11350-152,924,0,1997,개인, , ,"42,500",11,9,2024,중개거래,서울 노원구,59.85,12,924,1,N, ,우이천로,102,0,3109008,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,풍림아이원,11350-1665,944,0,2005,개인, , ,"83,000",6,9,2024,중개거래,서울 노원구,84.303,5,944,1,N, ,화랑로47길,38,0,4130438,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,상계주공13(고층),11350-33,637,0,1989,개인, , ,"40,500",7,9,2024,중개거래,서울 노원구,49.94,14,637,1,N, ,한글비석로54길,92,0,4130429,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,한양,11350-50,757,0,1988,개인, , ,"72,000",12,9,2024,중개거래,서울 노원구,86.62,8,757,1,N, ,동일로216길,92,0,4130209,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,시영2단지(라이프)아파트,11350-160,707,0,1994,개인, , ,"35,000",5,9,2024,중개거래,서울 노원구,39.6,14,707,1,N, ,동일로198가길,149,0,4130194,1,11350,0.0,11350,개인,10300,공릉동,2024-09-15
 ,삼호3,11350-197,13,0,1986,개인, , ,"76,800",3,9,2024,중개거래,서울 노원구,59.22,8,13,1,N, ,마들로,111,0,3109006,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,보람아파트,11350-202,639,0,1988,개인, , ,"39,800",3,9,2024,중개거래,서울 노원구,44.33,15,639,1,N, ,한글비석로,479,0,3110009,2,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,한신4차,11350-49,995,0,1995,개인, , ,"52,500",3,9,2024,중개거래,서울 노원구,84.84,2,995,1,N, ,동일로230길,63,0,4130219,0,11350,,11350,개인,10500,상계동,2024-09-15
 ,건영,11350-67,271,3,1988,개인, , ,"51,000",2,9,2024,중개거래,서울 노원구,53.14,5,271-3,1,N, ,섬밭로,229,0,3110005,2,11350,0.0,11350,개인,10400,하계동,2024-09-15
 ,상계주공13(고층),11350-33,637,0,1989,개인, , ,"38,600",1,9,2024,중개거래,서울 노원구,45.55,14,637,1,N, ,한글비석로54길,92,0,4130429,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,초안2,11350-152,924,0,1997,개인, , ,"28,000",9,9,2024,중개거래,서울 노원구,39.6,10,924,1,N, ,우이천로,102,0,3109008,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,상계주공14(고층),11350-34,626,0,1989,개인, , ,"38,900",6,9,2024,중개거래,서울 노원구,45.55,10,626,1,N, ,수락산로,174,0,3110006,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,한진한화그랑빌,11350-133,18,0,2002,개인, , ,"76,000",7,9,2024,중개거래,서울 노원구,84.97,1,18,1,N, ,마들로,31,0,3109006,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,한진한화그랑빌,11350-133,18,0,2002,개인, , ,"81,500",3,9,2024,중개거래,"서울 노원구, 서울 동대문구",84.97,2,18,1,N, ,마들로,31,0,3109006,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,은빛1단지,11350-19,1255,0,1998,개인, , ,"36,700",4,9,2024,중개거래,"서울 노원구, 서울 도봉구",39.7,5,1255,1,N, ,동일로245길,162,0,4130254,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
201,주공2,11350-112,369,0,1992,개인, , ,"23,000",3,9,2024,직거래, ,44.52,7,369,1,N,24.09.10,한글비석로14길,8,0,4130387,1,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,꿈의숲SKVIEW,11350-2140,949,0,2016,개인, , ,"72,500",4,9,2024,중개거래,서울 성북구,59.96,12,949,1,N, ,월계로42길,97,0,4130327,0,11350,,11350,개인,10200,월계동,2024-09-15
 ,동신,11350-137,436,0,1983,개인, , ,"57,000",4,9,2024,중개거래,서울 노원구,70.81,8,436,1,N, ,광운로2나길,30,0,4130055,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,미성,11350-140,13,0,1986,개인, , ,"65,000",3,9,2024,중개거래,서울 노원구,50.14,5,13,1,N, ,마들로,59,0,3109006,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,상계현대3차,11350-53,1063,0,1999,개인, , ,"58,000",4,9,2024,중개거래,서울 노원구,84.96,1,1063,1,N, ,수락산로,234,0,3110006,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,경남아너스빌,11350-132,597,0,2002,개인, , ,"77,500",2,9,2024,중개거래,서울 노원구,105.5954,14,597,1,N, ,덕릉로94길,10,0,4130163,2,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,상계주공12(고층),11350-32,647,0,1988,개인, , ,"44,950",4,9,2024,중개거래,서울 노원구,41.3,14,647,1,N, ,한글비석로,530,0,3110009,2,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,녹천역두산위브아파트,11350-2194,950,0,2017,개인, , ,"71,900",7,9,2024,중개거래,서울 노원구,84.9094,7,950,1,N, ,마들로5길,25,0,4130264,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,노원센트럴푸르지오,11350-2275,1355,0,2021,개인, , ,"85,000",7,9,2024,중개거래,서울 노원구,59.996,19,1355,1,N, ,수락산로,12,0,3110006,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,중계그린1단지,11350-120,502,1,1990,개인, , ,"51,500",7,9,2024,중개거래,서울 노원구,49.5,4,502-1,1,N, ,동일로207길,17,0,4130202,2,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,노원롯데캐슬시그니처,11350-2515,95,3,2023,개인, , ,"85,300",5,9,2024,중개거래,"서울 노원구, 서울 동작구",59.97,18,95-3,1,N, ,덕릉로,753,0,3000004,1,11350,0.0,11350,법인,10500,상계동,2024-09-15
 ,상계주공10(고층),11350-30,666,0,1988,개인, , ,"58,000",2,9,2024,중개거래,서울 노원구,60.5,8,666,1,N, ,노원로,564,0,3110002,3,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,한신월드,11350-427,68,1,2005,개인, , ,"27,100",5,9,2024,직거래, ,84.38,3,68-1,1,N,24.09.09,중계로8길,120,0,4130375,1,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,경남아너스빌,11350-132,597,0,2002,개인, , ,"67,000",2,9,2024,중개거래,서울 노원구,79.098,16,597,1,N, ,덕릉로94길,10,0,4130163,2,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,한화꿈에그린,11350-429,598,0,2005,개인, , ,"88,500",2,9,2024,중개거래,서울 노원구,84.902,14,598,1,N, ,중계로8길,29,0,4130375,1,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,상계주공14(고층),11350-34,626,0,1989,개인, , ,"41,800",4,9,2024,중개거래,서울 노원구,41.3,12,626,1,N, ,동일로228길,23,0,4130217,1,11350,0.0,11350,개인,10500,상계동,2024-09-15
 ,중계그린1단지,11350-120,502,1,1990,개인, , ,"52,300",4,9,2024,중개거래,서울 노원구,49.5,2,502-1,1,N, ,동일로207길,17,0,4130202,2,11350,0.0,11350,개인,10600,중계동,2024-09-15
 ,한진한화그랑빌,11350-133,18,0,2002,개인, , ,"85,000",3,9,2024,중개거래,서울 노원구,84.97,23,18,1,N, ,마들로,31,0,3109006,1,11350,0.0,11350,개인,10200,월계동,2024-09-15
 ,태강아파트(아이파크),11350-182,81,0,1999,개인, , ,"62,000",1,9,2024,중개거래,서울 노원구,59.34,2,81,1,N, ,공릉로34길,62,0,4130010,1,11350,0.0,11350,개인,10300,공릉동,2024-09-15
 ,공릉동한보에센시티아파트,11350-184,743,0,2000,개인, , ,"52,500",2,9,2024,중개거래,서울 노원구,59.4,3,743,1,N, ,공릉로46길,19,0,4130025,0,11350,0.0,11350,개인,10300,공릉동,2024-09-15
 ,대덕타워,11380-9388,185,71,2013,개인, , ,"11,900",7,9,2024,중개거래,서울 은평구,14.66,10,185-71,1,N, ,통일로,833,6,3000008,4,11380,0.0,11380,개인,10600,대조동,2024-09-15
 ,한솔,11380-35,539,0,1997,개인, , ,"29,750",12,9,2024,중개거래,서울 은평구,39.96,11,539,1,N, ,갈현로23길,41,0,4133026,1,11380,0.0,11380,개인,10400,갈현동,2024-09-15
 ,미미,11380-30,538,0,1997,개인, , ,"51,000",3,9,2024,중개거래,서울 은평구,59.595,5,538,1,N, ,갈현로29길,11,0,4133029,1,11380,0.0,11380,개인,10400,갈현동,2024-09-15
 ,백련산에스케이뷰아이파크,11380-11008,767,0,2020,개인, , ,"89,500",8,9,2024,중개거래,서울 은평구,59.8545,24,767,1,N, ,응암로30길,16,0,4133240,1,11380,0.0,11380,개인,10700,응암동,2024-09-15
 ,백련산에스케이뷰아이파크,11380-11008,767,0,2020,개인, , ,"110,000",7,9,2024,중개거래,서울 은평구,84.9039,22,767,1,N, ,응암로30길,16,0,4133240,1,11380,0.0,11380,개인,10700,응암동,2024-09-15
 ,녹번JR아파트,11380-6,280,1,2002,개인, , ,"58,500",7,9,2024,중개거래,"서울 강남구, 서울 은평구",59.866,7,280-1,1,N, ,통일로,586,19,3000008,1,11380,0.0,11380,개인,10200,녹번동,2024-09-15
 ,녹번JR아파트,11380-6,280,1,2002,개인, , ,"58,000",7,9,2024,중개거래,서울 은평구,59.866,11,280-1,1,N, ,통일로,586,19,3000008,1,11380,0.0,11380,개인,10200,녹번동,2024-09-15
 ,위산일리온시티,11380-11101,110,1,2020,개인, , ,"33,500",7,9,2024,중개거래,서울 은평구,26.9,16,110-1,1,N, ,은평로,116,0,3111007,0,11380,,11380,개인,10700,응암동,2024-09-15
 ,북한산힐스테이트1차아파트,11380-8104,635,0,2009,개인,24.09.11,O,"76,000",9,9,2024,중개거래,서울 은평구,59.817,9,635,1,N, ,불광로2길,33,0,4133087,1,11380,0.0,11380,개인,10300,불광동,2024-09-15
 ,형진,11380-74,19,84,1997,개인, , ,"35,800",2,9,2024,중개거래,서울 은평구,59.78,9,19-84,1,N, ,가좌로12길,12,0,4133005,1,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,현대2,11380-105,355,0,1994,개인, , ,"54,700",8,9,2024,중개거래,서울 은평구,84.83,5,355,1,N, ,가좌로,344,0,3005053,2,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,현대2,11380-105,355,0,1994,개인, , ,"57,700",10,9,2024,중개거래,서울 은평구,84.83,5,355,1,N, ,가좌로,344,0,3005053,2,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,북한산힐스테이트1차아파트,11380-8104,635,0,2009,개인, , ,"75,000",6,9,2024,중개거래,서울 은평구,59.817,6,635,1,N, ,불광로2길,33,0,4133087,1,11380,0.0,11380,개인,10300,불광동,2024-09-15
 ,불광롯데캐슬,11380-10903,645,0,2018,개인, , ,"110,000",4,9,2024,중개거래,서울 은평구,84.99,15,645,1,N, ,불광로,64,0,3111004,0,11380,,11380,개인,10300,불광동,2024-09-15
 ,신사씨티,11380-72,297,0,1993,개인, , ,"38,300",2,9,2024,중개거래,서울 은평구,59.96,5,297,1,N, ,가좌로,391,0,3005053,2,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,백련산에스케이뷰아이파크,11380-11008,767,0,2020,개인, , ,"100,000",9,9,2024,중개거래,서울 은평구,84.9039,18,767,1,N, ,응암로30길,16,0,4133240,1,11380,0.0,11380,개인,10700,응암동,2024-09-15
 ,DMC우방,11380-84,244,0,2000,개인, , ,"66,000",5,9,2024,중개거래,서울 은평구,59.91,14,244,1,N, ,증산로3길,26,1,4133263,1,11380,0.0,11380,개인,11000,증산동,2024-09-15
 ,현대2,11380-105,355,0,1994,개인, , ,"54,500",9,9,2024,중개거래,서울 은평구,84.83,12,355,1,N, ,가좌로,344,0,3005053,2,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,백련산파크자이,11380-10961,766,0,2021,개인, , ,"71,300",2,9,2024,중개거래,"경기 안양시 동안구, 서울 은평구",55.885,12,766,1,N, ,백련산로,67,0,3111003,1,11380,,11380,개인,10700,응암동,2024-09-15
 ,웰빙존,11380-260,522,19,2004,개인, , ,"37,800",5,9,2024,중개거래,서울 은평구,81.18,2,522-19,1,N, ,서오릉로18길,33,14,4133102,1,11380,0.0,11380,개인,10400,갈현동,2024-09-15
101,DMC우방,11380-84,244,0,2000,개인, , ,"73,000",5,9,2024,직거래, ,114.97,9,244,1,N,24.09.09,증산로3길,26,1,4133263,1,11380,0.0,11380,개인,11000,증산동,2024-09-15
 ,백련산에스케이뷰아이파크,11380-11008,767,0,2020,개인, , ,"90,000",8,9,2024,중개거래,서울 은평구,59.9335,16,767,1,N, ,응암로30길,16,0,4133240,1,11380,0.0,11380,개인,10700,응암동,2024-09-15
 ,DMC우방,11380-84,244,0,2000,개인, , ,"68,000",6,9,2024,중개거래,"서울 도봉구, 서울 은평구",59.91,3,244,1,N, ,증산로3길,26,1,4133263,1,11380,0.0,11380,개인,11000,증산동,2024-09-15
 ,녹번역e편한세상캐슬,11380-11078,769,0,2021,개인, , ,"107,500",1,9,2024,중개거래,서울 은평구,59.96,9,769,1,N, ,은평로,220,0,3111007,1,11380,,11380,개인,10700,응암동,2024-09-15
 ,불광롯데캐슬,11380-10903,645,0,2018,개인, , ,"104,800",7,9,2024,중개거래,서울 은평구,84.99,11,645,1,N, ,불광로,64,0,3111004,0,11380,,11380,개인,10300,불광동,2024-09-15
 ,녹번역e편한세상캐슬,11380-11078,769,0,2021,개인, , ,"120,000",4,9,2024,중개거래,서울 은평구,84.94,8,769,1,N, ,은평로,220,0,3111007,1,11380,,11380,개인,10700,응암동,2024-09-15
 ,우물골2단지두산위브(223~244동)BL2-7,11380-8515,84,0,2010,개인, , ,"115,000",5,9,2024,중개거래,서울 은평구,134.43,2,84,1,N, ,진관2로,57,37,3111010,1,11380,0.0,11380,개인,11400,진관동,2024-09-15
 ,녹번역센트레빌,11380-9567,762,0,2013,개인, , ,"73,100",1,9,2024,직거래, ,84.97,14,762,1,N, ,백련산로,160,0,3111003,1,11380,0.0,11380,개인,10700,응암동,2024-09-15
 ,힐스테이트녹번,11380-10967,282,0,2019,개인, , ,"96,500",4,9,2024,중개거래,서울 은평구,59.938,1,282,1,N, ,통일로,610,0,3000008,0,11380,0.0,11380,개인,10200,녹번동,2024-09-15
 ,경남아너스빌,11380-247,224,0,2004,개인, , ,"58,750",3,9,2024,중개거래,서울 은평구,84.69,19,224,1,N, ,갈현로11길,46,0,4133015,1,11380,0.0,11380,개인,10500,구산동,2024-09-15
109,e편한세상 수색 에코포레,11380-100,415,1,2003,개인, , ,"82,000",3,9,2024,직거래, ,114.18,13,415-1,1,N,24.09.04,은평터널로,65,0,3111008,1,11380,0.0,11380,개인,10100,수색동,2024-09-15
 ,폭포동4단지힐스테이트(423~425동)BL3-10,11380-8597,132,0,2010,개인, , ,"112,000",2,9,2024,직거래, ,134.87,7,132,1,N, ,연서로44길,30,0,4133179,1,11380,0.0,11380,개인,11400,진관동,2024-09-15
 ,대경아르체아파트,11380-11230,26,14,2021,개인, , ,"38,000",2,9,2024,직거래, ,29.99,11,26-14,1,N,24.09.04,진흥로,153,0,3100020,0,11380,,11380,법인,10600,대조동,2024-09-15
 ,이랜드타운아파트,11380-265,367,0,2004,개인, , ,"57,000",2,9,2024,중개거래,서울 은평구,59.982,6,367,1,N, ,은평터널로,121,6,3111008,2,11380,0.0,11380,개인,10900,신사동,2024-09-15
 ,수유벽산1차,11305-33,205,0,1993,개인, , ,"73,000",12,9,2024,중개거래,서울 강북구,84.92,5,205,1,N, ,삼각산로,143,1,3108001,1,11305,0.0,11305,개인,10300,수유동,2024-09-15
 ,에스케이북한산시티,11305-6,1353,0,2004,개인, , ,"58,300",12,9,2024,중개거래,서울 강북구,59.98,4,1353,1,N, ,솔샘로,174,0,3005042,1,11305,0.0,11305,개인,10100,미아동,2024-09-15
 ,에스케이북한산시티,11305-6,1353,0,2004,개인, , ,"59,900",9,9,2024,중개거래,서울 강북구,59.98,18,1353,1,N, ,솔샘로,174,0,3005042,1,11305,0.0,11305,개인,10100,미아동,2024-09-15
 ,래미안수유,11305-35,730,0,2001,개인, , ,"82,000",7,9,2024,중개거래,서울 강북구,114.78,12,730,1,N, ,한천로159길,8,0,4124582,1,11305,0.0,11305,개인,10300,수유동,2024-09-15
 ,에스케이북한산시티,11305-6,1353,0,2004,개인, , ,"75,000",6,9,2024,중개거래,서울 강북구,84.92,18,1353,1,N, ,솔샘로,174,0,3005042,1,11305,0.0,11305,개인,10100,미아동,2024-09-15
 ,에스케이북한산시티,11305-6,1353,0,2004,개인, , ,"55,000",6,9,2024,중개거래,서울 강북구,59.98,1,1353,1,N, ,솔샘로,174,0,3005042,1,11305,0.0,11305,개인,10100,미아동,2024-09-15
 ,다인플레움,11305-134,117,3,2004,개인,24.09.03,O,"25,000",2,9,2024,중개거래,서울 강북구,66.73,3,117-3,1,N, ,삼양로163길,31,0,4124208,1,11305,0.0,11305,개인,10400,우이동,2024-09-15
 ,우성아파트1,11320-45,507,0,1992,개인, , ,"47,000",5,9,2024,중개거래,서울 도봉구,83.85,3,507,1,N, ,해등로,286,5,3109003,2,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,금호2,11320-4,69,1,1991,개인, , ,"53,000",2,9,2024,중개거래,서울 도봉구,84.46,2,산69-1,2,N, ,해등로,241,14,3109003,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,한양7,11320-26,158,0,1993,개인, , ,"53,000",9,9,2024,중개거래,서울 도봉구,84.86,3,158,1,N, ,시루봉로2길,90,0,4127266,0,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,한신,11320-86,30,1,1995,개인, , ,"59,000",12,9,2024,중개거래,서울 도봉구,84.94,4,30-1,1,N, ,마들로,859,19,3109006,3,11320,0.0,11320,개인,10800,도봉동,2024-09-15
 ,주공19단지(창동리버타운),11320-101,27,0,1988,개인, , ,"68,000",11,9,2024,중개거래,서울 도봉구,60.5,7,27,1,N, ,노해로70길,19,0,4127033,1,11320,0.0,11320,개인,10700,창동,2024-09-15
 ,극동아파트,11320-2,721,0,1996,개인, , ,"53,000",1,9,2024,중개거래,서울 도봉구,84.9,4,721,1,N, ,노해로45길,26,0,4127010,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,신동아아파트1,11320-42,271,1,1986,개인, , ,"36,000",3,9,2024,중개거래,서울 도봉구,53.16,12,271-1,1,N, ,방학로,193,0,3005048,1,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,한양7,11320-26,158,0,1993,개인, , ,"52,500",4,9,2024,중개거래,서울 도봉구,84.86,4,158,1,N, ,해등로25길,41,0,4127317,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,신동아아파트2,11320-91,531,0,1992,개인, , ,"79,000",2,9,2024,중개거래,서울 도봉구,147.48,2,531,1,N, ,방학로15길,40,0,4127217,1,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,창동주공3단지(해등마을),11320-98,347,0,1990,개인, , ,"48,800",5,9,2024,중개거래,서울 도봉구,41.3,5,347,1,N, ,해등로,50,0,3109003,3,11320,0.0,11320,개인,10700,창동,2024-09-15
 ,신동아아파트2,11320-91,531,0,1992,개인, , ,"50,000",2,9,2024,중개거래,서울 도봉구,84.86,5,531,1,N, ,방학로15길,40,0,4127217,1,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,현대1,11320-27,54,0,1990,개인, , ,"50,000",9,9,2024,중개거래,서울 도봉구,84.66,2,54,1,N, ,해등로,242,12,3109003,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,주공19단지(창동리버타운),11320-101,27,0,1988,개인, , ,"71,000",7,9,2024,중개거래,서울 도봉구,59.39,6,27,1,N, ,노해로70길,54,0,4127033,1,11320,0.0,11320,개인,10700,창동,2024-09-15
 ,창동신도브래뉴1차,11320-113,820,0,2003,개인, , ,"82,500",5,9,2024,중개거래,서울 도봉구,84.989,6,820,1,N, ,도봉로136나길,40,0,4127129,1,11320,0.0,11320,개인,10700,창동,2024-09-15
 ,한양1,11320-20,388,33,1986,개인, , ,"67,500",4,9,2024,중개거래,"서울 도봉구, 서울 성북구",66.33,12,388-33,1,N, ,우이천로,304,0,3109008,0,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,성원,11320-12,53,0,1989,개인, , ,"51,500",4,9,2024,중개거래,서울 도봉구,84.98,9,53,1,N, ,해등로,242,11,3109003,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,한양2,11320-21,59,0,1988,개인, , ,"48,000",4,9,2024,중개거래,서울 도봉구,76.92,5,59,1,N, ,해등로,231,0,3109003,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,한화성원아파트,11320-40,731,0,1996,개인, , ,"34,700",3,9,2024,중개거래,서울 도봉구,59.88,15,731,1,N, ,방학로11길,10,0,4127214,2,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,미라보,11320-9,160,0,1995,개인, , ,"48,350",4,9,2024,중개거래,서울 도봉구,84.97,14,160,1,N, ,시루봉로2길,62,0,4127266,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,신동아아파트1,11320-42,271,1,1986,개인, , ,"59,800",3,9,2024,중개거래,서울 도봉구,84.87,7,271-1,1,N, ,방학로,193,0,3005048,0,11320,0.0,11320,개인,10600,방학동,2024-09-15
 ,브라운스톤쌍문,11320-2399,729,0,2006,개인, , ,"60,000",3,9,2024,중개거래,서울 도봉구,59.9788,10,729,1,N, ,노해로40길,71,0,4127004,1,11320,0.0,11320,개인,10500,쌍문동,2024-09-15
 ,신창,11320-62,810,0,1998,개인, , ,"35,000",1,9,2024,중개거래,서울 도봉구,49.77,15,810,1,N, ,덕릉로62길,13,0,4127064,1,11320,0.0,11320,개인,10700,창동,2024-09-15
 ,신내 데시앙포레,11260-2821,817,0,2013,개인, , ,"73,800",7,9,2024,중개거래,서울 중랑구,84.94,15,817,1,N, ,신내역로,165,0,3106013,0,11260,,11260,개인,10600,신내동,2024-09-15
 ,사가정센트럴아이파크,11260-4104,1545,0,2020,개인, , ,"165,000",7,9,2024,중개거래,서울 중랑구,114.853,27,1545,1,N, ,동일로92길,40,0,4118135,1,11260,0.0,11260,개인,10100,면목동,2024-09-15
 ,이편한세상화랑대,11260-3783,396,0,2017,개인, , ,"92,000",10,9,2024,직거래, ,84.834,7,396,1,N, ,숙선옹주로,45,0,3106006,0,11260,0.0,11260,개인,10400,묵동,2024-09-15
 ,이편한세상화랑대,11260-3783,396,0,2017,개인, , ,"103,700",2,9,2024,중개거래,서울 중랑구,84.902,8,396,1,N, ,숙선옹주로,45,0,3106006,0,11260,0.0,11260,개인,10400,묵동,2024-09-15
 ,건영2차,11260-1971,785,0,1996,개인, , ,"59,500",6,9,2024,중개거래,서울 중랑구,57.3,22,785,1,N, ,신내로7길,20,0,4118444,1,11260,0.0,11260,개인,10600,신내동,2024-09-15
 ,금호어울림(580),11260-2012,580,0,2006,개인, , ,"63,500",3,9,2024,중개거래,서울 중랑구,84.93,5,580,1,N, ,양원역로,18,0,3106008,1,11260,0.0,11260,개인,10500,망우동,2024-09-15
 ,SG타워,11260-138,128,10,2004,개인, , ,"53,000",3,9,2024,중개거래,서울 중랑구,84.92,9,128-10,1,N, ,동일로,709,0,3000001,2,11260,0.0,11260,개인,10200,상봉동,2024-09-15
 ,이편한세상화랑대,11260-3783,396,0,2017,개인, , ,"106,000",2,9,2024,중개거래,서울 중랑구,84.834,11,396,1,N, ,숙선옹주로,45,0,3106006,0,11260,0.0,11260,개인,10400,묵동,2024-09-15
 ,리더스,11260-4017,104,10,2019,개인, , ,"31,500",6,9,2024,중개거래,서울 중랑구,28.01,8,104-10,1,N, ,면목로92길,28,0,4118261,0,11260,0.0,11260,개인,10200,상봉동,2024-09-15
 ,신내 데시앙포레,11260-2821,817,0,2013,개인, , ,"71,000",7,9,2024,중개거래,서울 중랑구,84.94,1,817,1,N, ,신내역로,165,0,3106013,0,11260,,11260,개인,10600,신내동,2024-09-15
 ,면목동금호어울림아파트,11260-1945,1528,0,2005,개인, , ,"69,500",5,9,2024,중개거래,서울 중랑구,84.8726,3,1528,1,N, ,용마산로,271,0,3005028,1,11260,0.0,11260,개인,10100,면목동,2024-09-15
1,동성1,11260-83,397,0,1993,개인, , ,"47,000",5,9,2024,중개거래,서울 중랑구,65.56,8,397,1,N,24.09.06,신내로,128,0,3106007,2,11260,0.0,11260,개인,10600,신내동,2024-09-15
 ,상봉베스트원,11260-3951,101,19,2019,개인, , ,"28,000",3,9,2024,중개거래,서울 중랑구,27.31,7,101-19,1,N, ,망우로,304,0,3005032,1,11260,0.0,11260,개인,10200,상봉동,2024-09-15
 ,중앙하이츠빌1단지,11290-111,494,0,2004,개인, , ,"58,000",13,9,2024,중개거래,서울 성북구,59.98,4,494,1,N, ,아리랑로19길,60,0,4121408,1,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,정릉힐스테이트3차,11290-3622,1031,0,2008,개인, , ,"83,500",1,9,2024,중개거래,서울 성북구,84.97,9,1031,1,N, ,보국문로,116,0,3107004,1,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,래미안세레니티,11290-3786,133,0,2009,개인, , ,"105,000",1,9,2024,중개거래,서울 성북구,84.98,23,133,1,N, ,종암로23길,35,0,4121667,1,11290,0.0,11290,개인,13500,종암동,2024-09-15
 ,DH팰리스타워,11290-5001,139,1,2021,개인, , ,"66,000",10,9,2024,직거래, ,59.98,10,139-1,1,N, ,보문로,29,0,3005003,6,11290,0.0,11290,개인,12900,보문동7가,2024-09-15
 ,정릉2차e-편한세상,11290-3763,1035,0,2009,개인, , ,"71,300",12,9,2024,직거래, ,59.37,5,1035,1,N, ,북악산로,851,0,3100019,4,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,한신,11290-19,609,1,1998,개인, , ,"66,800",3,9,2024,중개거래,서울 성북구,68.13,8,609-1,1,N, ,성북로4길,52,0,4121351,2,11290,0.0,11290,개인,10300,돈암동,2024-09-15
 ,래미안포레카운티,11290-4834,322,0,2021,개인, , ,"84,000",10,9,2024,중개거래,서울 성북구,59.92,18,322,1,N, ,장월로,160,0,3107012,0,11290,,11290,개인,13800,장위동,2024-09-15
 ,길음뉴타운2단지푸르지오,11290-210,1280,0,2005,개인, , ,"85,500",8,9,2024,중개거래,서울 성북구,84.97,11,1280,1,N, ,길음로,119,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,꿈의숲푸르지오,11290-3794,228,0,2010,개인, , ,"73,000",7,9,2024,중개거래,서울 성북구,59.65,8,228,1,N, ,오패산로16가길,40,0,4121807,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,꿈의숲푸르지오,11290-3794,228,0,2010,개인, , ,"80,000",7,9,2024,중개거래,서울 성북구,84.73,10,228,1,N, ,오패산로16가길,40,0,4121807,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
